CodDepto,Departamento,CodMunicipio,Municipio,IDRegimen,Año,Mes,NumPersonas
25,CUNDINAMARCA,25293,GACHALÁ,E,2022,4,72
25,CUNDINAMARCA,25019,ALBÁN,C,2022,4,608
15,BOYACA,15832,TUNUNGUÁ,S,2022,4,1257
54,NORTE DE SANTANDER,54743,SILOS,E,2022,4,81
50,META,50686,SAN JUANITO,E,2022,4,65
19,CAUCA,19473,MORALES,C,2022,4,1279
15,BOYACA,15104,BOYACÁ,C,2022,4,647
52,NARINO,52260,EL TAMBO,C,2022,4,728
52,NARINO,52001,PASTO,E,2022,4,14004
47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,C,2022,4,1560
73,TOLIMA,73043,ANZÓATEGUI,C,2022,4,449
25,CUNDINAMARCA,25181,CHOACHÍ,C,2022,4,1978
13,BOLIVAR,13052,ARJONA,S,2022,4,54488
18,CAQUETA,18785,SOLITA,S,2022,4,7532
63,QUINDIO,63470,MONTENEGRO,S,2022,4,25878
73,TOLIMA,73236,DOLORES,E,2022,4,169
05,ANTIOQUIA,05234,DABEIBA,E,2022,4,397
73,TOLIMA,73547,PIEDRAS,S,2022,4,2016
08,ATLANTICO,08770,SUAN,C,2022,4,908
17,CALDAS,17524,PALESTINA,C,2022,4,3104
66,RISARALDA,66682,SANTA ROSA DE CABAL,C,2022,4,35294
18,CAQUETA,18150,CARTAGENA DEL CHAIRÁ,E,2022,4,726
68,SANTANDER,68121,CABRERA,E,2022,4,28
41,HUILA,41483,NÁTAGA,E,2022,4,88
52,NARINO,52585,PUPIALES,E,2022,4,87
25,CUNDINAMARCA,25426,MACHETÁ,C,2022,4,711
70,SUCRE,70110,BUENAVISTA,C,2022,4,571
05,ANTIOQUIA,05604,REMEDIOS,E,2022,4,420
66,RISARALDA,66318,GUÁTICA,E,2022,4,202
76,VALLE,76622,ROLDANILLO,C,2022,4,13233
05,ANTIOQUIA,05059,ARMENIA,E,2022,4,90
05,ANTIOQUIA,05679,SANTA BÁRBARA,E,2022,4,289
25,CUNDINAMARCA,25841,UBAQUE,E,2022,4,56
25,CUNDINAMARCA,25377,LA CALERA,S,2022,4,5476
27,CHOCO,27050,ATRATO,S,2022,4,4831
05,ANTIOQUIA,05856,VALPARAÍSO,S,2022,4,2944
76,VALLE,76041,ANSERMANUEVO,E,2022,4,80
41,HUILA,41298,GARZÓN,C,2022,4,19651
68,SANTANDER,68425,MACARAVITA,C,2022,4,225
47,MAGDALENA,47205,CONCORDIA,C,2022,4,431
97,VAUPES,97666,TARAIRA,C,2022,4,179
05,ANTIOQUIA,05209,CONCORDIA,E,2022,4,295
05,ANTIOQUIA,05690,SANTO DOMINGO,S,2022,4,6098
70,SUCRE,70708,SAN MARCOS,C,2022,4,5868
76,VALLE,76563,PRADERA,S,2022,4,22939
19,CAUCA,19392,LA SIERRA,C,2022,4,552
25,CUNDINAMARCA,25324,GUATAQUÍ,S,2022,4,1303
17,CALDAS,17272,FILADELFIA,S,2022,4,6384
13,BOLIVAR,13667,SAN MARTÍN DE LOBA,S,2022,4,13833
05,ANTIOQUIA,05051,ARBOLETES,E,2022,4,628
68,SANTANDER,68464,MOGOTES,S,2022,4,7989
68,SANTANDER,68368,JESÚS MARÍA,C,2022,4,279
25,CUNDINAMARCA,25805,TIBACUY,C,2022,4,263
68,SANTANDER,68296,GALÁN,E,2022,4,79
52,NARINO,52036,ANCUYÁ,C,2022,4,444
25,CUNDINAMARCA,25781,SUTATAUSA,E,2022,4,31
70,SUCRE,70221,COVEÑAS,C,2022,4,1266
25,CUNDINAMARCA,25885,YACOPÍ,S,2022,4,9038
68,SANTANDER,68679,SAN GIL,S,2022,4,27138
25,CUNDINAMARCA,25258,EL PEÑÓN,S,2022,4,2954
54,NORTE DE SANTANDER,54670,SAN CALIXTO,E,2022,4,213
17,CALDAS,17777,SUPÍA,S,2022,4,18459
41,HUILA,41807,TIMANÁ,C,2022,4,1687
73,TOLIMA,73671,SALDAÑA,C,2022,4,2344
66,RISARALDA,66170,DOSQUEBRADAS,C,2022,4,124502
76,VALLE,76736,SEVILLA,C,2022,4,8591
15,BOYACA,15720,SATIVANORTE,S,2022,4,1482
13,BOLIVAR,13001,CARTAGENA,E,2022,4,24149
54,NORTE DE SANTANDER,54377,LABATECA,S,2022,4,4400
47,MAGDALENA,47245,EL BANCO,S,2022,4,57263
NO APLICA,NO APLICA,NO APLICA,NO APLICA,E,2022,4,1232150
15,BOYACA,15897,ZETAQUIRÁ,S,2022,4,3500
05,ANTIOQUIA,05670,SAN ROQUE,E,2022,4,412
25,CUNDINAMARCA,25123,CACHIPAY,C,2022,4,1672
25,CUNDINAMARCA,25126,CAJICÁ,C,2022,4,57450
52,NARINO,52683,SANDONÁ,S,2022,4,16781
19,CAUCA,19513,PADILLA,S,2022,4,5156
25,CUNDINAMARCA,25394,LA PALMA,C,2022,4,1149
05,ANTIOQUIA,05380,LA ESTRELLA,E,2022,4,347
19,CAUCA,19573,PUERTO TEJADA,C,2022,4,30262
70,SUCRE,70670,SAMPUÉS,S,2022,4,40840
66,RISARALDA,66318,GUÁTICA,S,2022,4,9452
41,HUILA,41483,NÁTAGA,C,2022,4,527
68,SANTANDER,68572,PUENTE NACIONAL,E,2022,4,432
44,LA GUAJIRA,44378,HATONUEVO,C,2022,4,4283
73,TOLIMA,73461,MURILLO,S,2022,4,2870
54,NORTE DE SANTANDER,54680,SANTIAGO,C,2022,4,257
13,BOLIVAR,13673,SANTA CATALINA,C,2022,4,742
20,CESAR,20310,GONZÁLEZ,C,2022,4,178
52,NARINO,52354,IMUÉS,S,2022,4,4955
81,ARAUCA,81300,FORTUL,S,2022,4,19022
41,HUILA,41006,ACEVEDO,C,2022,4,1650
17,CALDAS,17380,LA DORADA,S,2022,4,38582
47,MAGDALENA,47555,PLATO,C,2022,4,7353
19,CAUCA,19256,EL TAMBO,C,2022,4,2139
54,NORTE DE SANTANDER,54871,VILLA CARO,S,2022,4,4196
47,MAGDALENA,47570,PUEBLOVIEJO,E,2022,4,94
76,VALLE,76020,ALCALÁ,E,2022,4,101
15,BOYACA,15244,EL COCUY,E,2022,4,117
15,BOYACA,15293,GACHANTIVÁ,C,2022,4,233
52,NARINO,52560,POTOSÍ,C,2022,4,510
15,BOYACA,15808,TINJACÁ,C,2022,4,256
19,CAUCA,19780,SUÁREZ,E,2022,4,181
25,CUNDINAMARCA,25743,SILVANIA,E,2022,4,92
13,BOLIVAR,13654,SAN JACINTO,E,2022,4,530
73,TOLIMA,73675,SAN ANTONIO,E,2022,4,260
05,ANTIOQUIA,05579,PUERTO BERRÍO,C,2022,4,17604
52,NARINO,52565,PROVIDENCIA,C,2022,4,258
17,CALDAS,17665,SAN JOSÉ DE FRAGUA,E,2022,4,57
41,HUILA,41013,AGRADO,C,2022,4,1121
68,SANTANDER,68498,OCAMONTE,E,2022,4,78
70,SUCRE,70713,SAN ONOFRE,S,2022,4,53862
18,CAQUETA,18256,EL PAUJIL,S,2022,4,13479
68,SANTANDER,68167,CHARALÁ,E,2022,4,434
76,VALLE,76248,EL CERRITO,E,2022,4,323
54,NORTE DE SANTANDER,54520,PAMPLONITA,C,2022,4,714
76,VALLE,76823,TORO,E,2022,4,176
15,BOYACA,15804,TIBANÁ,S,2022,4,6272
52,NARINO,52378,LA CRUZ,E,2022,4,453
05,ANTIOQUIA,05885,YALÍ,S,2022,4,5464
20,CESAR,20228,CURUMANÍ,S,2022,4,34019
05,ANTIOQUIA,05045,APARTADÓ,E,2022,4,2131
23,CORDOBA,23678,SAN CARLOS,C,2022,4,1168
54,NORTE DE SANTANDER,54743,SILOS,S,2022,4,4341
05,ANTIOQUIA,05086,BELMIRA,S,2022,4,2706
41,HUILA,41799,TELLO,S,2022,4,8905
25,CUNDINAMARCA,25053,ARBELÁEZ,C,2022,4,2198
70,SUCRE,70235,GALERAS,E,2022,4,427
76,VALLE,76243,EL ÁGUILA,S,2022,4,6551
47,MAGDALENA,47258,EL PIÑON,E,2022,4,105
15,BOYACA,15673,SAN MATEO,S,2022,4,2574
66,RISARALDA,66400,LA VIRGINIA,E,2022,4,300
05,ANTIOQUIA,05030,AMAGÁ,S,2022,4,9462
15,BOYACA,15646,SAMACÁ,S,2022,4,10364
86,PUTUMAYO,86571,PUERTO GUZMÁN,C,2022,4,670
17,CALDAS,17495,NORCASIA,C,2022,4,1426
68,SANTANDER,68895,ZAPATOCA,S,2022,4,5650
25,CUNDINAMARCA,25535,PASCA,E,2022,4,93
54,NORTE DE SANTANDER,54347,HERRÁN,E,2022,4,38
47,MAGDALENA,47745,SITIONUEVO,S,2022,4,17800
44,LA GUAJIRA,44001,RIOHACHA,S,2022,4,208589
05,ANTIOQUIA,05736,SEGOVIA,C,2022,4,15739
85,CASANARE,85139,MANÍ,E,2022,4,209
54,NORTE DE SANTANDER,54261,EL ZULIA,C,2022,4,3464
27,CHOCO,27810,UNIÓN PANAMERICANA,E,2022,4,42
15,BOYACA,15572,PUERTO BOYACÁ,S,2022,4,29520
68,SANTANDER,68522,PALMAR,S,2022,4,993
15,BOYACA,15759,SOGAMOSO,E,2022,4,3640
41,HUILA,41791,TARQUI,S,2022,4,14192
23,CORDOBA,23570,PUEBLO NUEVO,S,2022,4,26465
41,HUILA,41298,GARZÓN,E,2022,4,1551
68,SANTANDER,68179,CHIPATÁ,E,2022,4,66
25,CUNDINAMARCA,25086,BELTRÁN,C,2022,4,171
25,CUNDINAMARCA,25518,PAIME,E,2022,4,48
19,CAUCA,19780,SUÁREZ,C,2022,4,1078
15,BOYACA,15322,GUATEQUE,C,2022,4,3369
15,BOYACA,15226,CUÍTIVA,E,2022,4,7
23,CORDOBA,23168,CHIMÁ,E,2022,4,274
41,HUILA,41660,SALADOBLANCO,S,2022,4,11736
70,SUCRE,70124,CAIMITO,S,2022,4,11258
95,GUAVIARE,95025,EL RETORNO,E,2022,4,148
68,SANTANDER,68673,SAN BENITO,C,2022,4,137
05,ANTIOQUIA,05001,MEDELLÍN,S,2022,4,715938
76,VALLE,76001,CALI,E,2022,4,31046
19,CAUCA,19701,SANTA ROSA,E,2022,4,76
27,CHOCO,27580,RÍO IRO,C,2022,4,146
70,SUCRE,70230,CHALÁN,C,2022,4,326
47,MAGDALENA,47675,SALAMINA,C,2022,4,721
50,META,50606,RESTREPO,S,2022,4,8086
52,NARINO,52203,COLÓN (GÉNOVA),E,2022,4,142
27,CHOCO,27006,ACANDÍ,E,2022,4,229
05,ANTIOQUIA,05642,SALGAR,E,2022,4,210
08,ATLANTICO,08549,PIOJÓ,E,2022,4,22
15,BOYACA,15814,TOCA,S,2022,4,6560
68,SANTANDER,68079,BARICHARA,S,2022,4,4480
23,CORDOBA,23464,MOMIL,S,2022,4,14031
15,BOYACA,15224,CUCAITA,E,2022,4,15
68,SANTANDER,68370,JORDÁN,E,2022,4,1
25,CUNDINAMARCA,25653,SAN CAYETANO,C,2022,4,333
68,SANTANDER,68705,SANTA BÁRBARA,E,2022,4,38
25,CUNDINAMARCA,25260,EL ROSAL,C,2022,4,17022
19,CAUCA,19110,BUENOS AIRES,E,2022,4,203
15,BOYACA,15835,TURMEQUÉ,C,2022,4,447
25,CUNDINAMARCA,25281,FOSCA,C,2022,4,667
27,CHOCO,27135,EL CANTÓN DE SAN PABLO,C,2022,4,160
20,CESAR,20295,GAMARRA,C,2022,4,985
05,ANTIOQUIA,05790,TARAZÁ,S,2022,4,26348
68,SANTANDER,68152,CARCASÍ,C,2022,4,231
68,SANTANDER,68121,CABRERA,C,2022,4,238
85,CASANARE,85250,PAZ DE ARIPORO,S,2022,4,29915
52,NARINO,52621,ROBERTO PAYÁN,S,2022,4,10143
15,BOYACA,15808,TINJACÁ,E,2022,4,18
05,ANTIOQUIA,05425,MACEO,C,2022,4,2415
15,BOYACA,15087,BELÉN,S,2022,4,4700
76,VALLE,76054,ARGELIA,C,2022,4,691
17,CALDAS,17486,NEIRA,E,2022,4,298
05,ANTIOQUIA,05154,CAUCASIA,E,2022,4,1884
44,LA GUAJIRA,44430,MAICAO,E,2022,4,4034
41,HUILA,41551,PITALITO,C,2022,4,44385
13,BOLIVAR,13836,TURBACO,C,2022,4,29518
25,CUNDINAMARCA,25295,GACHANCIPÁ,C,2022,4,7236
13,BOLIVAR,13442,MARÍA LA BAJA,C,2022,4,5229
85,CASANARE,85400,TAMARA,S,2022,4,5283
25,CUNDINAMARCA,25817,TOCANCIPÁ,S,2022,4,6086
08,ATLANTICO,08078,BARANOA,E,2022,4,1000
25,CUNDINAMARCA,25293,GACHALÁ,S,2022,4,2961
27,CHOCO,27160,CERTEGUI,C,2022,4,180
68,SANTANDER,68572,PUENTE NACIONAL,C,2022,4,2055
27,CHOCO,27600,RÍO QUITO,E,2022,4,46
54,NORTE DE SANTANDER,54344,HACARÍ,E,2022,4,173
05,ANTIOQUIA,05819,TOLEDO,E,2022,4,107
41,HUILA,41132,CAMPOALEGRE,E,2022,4,405
52,NARINO,52411,LINARES,E,2022,4,155
47,MAGDALENA,47058,ARIGUANÍ,E,2022,4,784
05,ANTIOQUIA,05282,FREDONIA,S,2022,4,7595
25,CUNDINAMARCA,25745,SIMIJACA,S,2022,4,5438
13,BOLIVAR,13673,SANTA CATALINA,E,2022,4,131
05,ANTIOQUIA,05690,SANTO DOMINGO,C,2022,4,1586
25,CUNDINAMARCA,25785,TABIO,S,2022,4,4143
70,SUCRE,70678,SAN BENITO ABAD,S,2022,4,20773
25,CUNDINAMARCA,25594,QUETAME,C,2022,4,678
25,CUNDINAMARCA,25754,SOACHA,E,2022,4,3466
13,BOLIVAR,13433,MAHATES,S,2022,4,23257
27,CHOCO,27250,EL LITORAL DEL SAN JUAN,S,2022,4,8720
05,ANTIOQUIA,05318,GUARNE,S,2022,4,12657
20,CESAR,20228,CURUMANÍ,E,2022,4,753
54,NORTE DE SANTANDER,54174,CHITAGÁ,C,2022,4,573
52,NARINO,52612,RICAURTE,S,2022,4,18891
66,RISARALDA,66682,SANTA ROSA DE CABAL,E,2022,4,1096
91,AMAZONAS,91460,MIRITI-PARANÁ (CD.),S,2022,4,2
73,TOLIMA,73319,GUAMO,C,2022,4,5517
05,ANTIOQUIA,05240,EBÉJICO,C,2022,4,1822
08,ATLANTICO,08296,GALAPA,E,2022,4,105
17,CALDAS,17877,VITERBO,E,2022,4,239
25,CUNDINAMARCA,25151,CAQUEZA,S,2022,4,11017
27,CHOCO,27245,EL CARMEN DE ATRATO,C,2022,4,1879
15,BOYACA,15621,RONDÓN,C,2022,4,184
25,CUNDINAMARCA,25126,CAJICÁ,S,2022,4,12157
81,ARAUCA,81065,ARAUQUITA,S,2022,4,38138
15,BOYACA,15550,PISBA,E,2022,4,30
68,SANTANDER,68720,SANTA HELENA DEL OPÓN,E,2022,4,113
05,ANTIOQUIA,05206,CONCEPCIÓN,E,2022,4,69
05,ANTIOQUIA,05667,SAN RAFAEL,C,2022,4,3316
05,ANTIOQUIA,05040,ANORÍ,S,2022,4,14774
68,SANTANDER,68502,ONZAGA,E,2022,4,118
73,TOLIMA,73449,MELGAR,E,2022,4,320
23,CORDOBA,23574,PUERTO ESCONDIDO,C,2022,4,1038
13,BOLIVAR,13430,MAGANGUÉ,S,2022,4,117992
54,NORTE DE SANTANDER,54245,EL CARMEN,C,2022,4,514
17,CALDAS,17662,SAMANÁ,E,2022,4,504
97,VAUPES,97161,CARURÚ,C,2022,4,235
25,CUNDINAMARCA,25777,SUPATÁ,S,2022,4,2700
63,QUINDIO,63302,GÉNOVA,S,2022,4,5746
99,VICHADA,99773,CUMARIBO,E,2022,4,466
54,NORTE DE SANTANDER,54223,CUCUTILLA,C,2022,4,530
27,CHOCO,27075,BAHÍA SOLANO (MUTIS),S,2022,4,9771
15,BOYACA,15774,SUSACÓN,E,2022,4,18
25,CUNDINAMARCA,25658,SAN FRANCISCO,C,2022,4,1808
91,AMAZONAS,91536,PUERTO ARICA (CD.),C,2022,4,13
73,TOLIMA,73168,CHAPARRAL,C,2022,4,9225
15,BOYACA,15755,SOCOTÁ,E,2022,4,69
05,ANTIOQUIA,05002,ABEJORRAL,C,2022,4,3006
05,ANTIOQUIA,05101,CIUDAD BOLÍVAR,E,2022,4,441
25,CUNDINAMARCA,25843,UBATÉ,E,2022,4,1556
25,CUNDINAMARCA,25899,ZIPAQUIRÁ,E,2022,4,2536
13,BOLIVAR,13042,ARENAL,E,2022,4,203
81,ARAUCA,81300,FORTUL,E,2022,4,395
54,NORTE DE SANTANDER,54003,ABREGO,E,2022,4,478
70,SUCRE,70523,PALMITO,E,2022,4,123
25,CUNDINAMARCA,25335,GUAYABETAL,S,2022,4,3246
05,ANTIOQUIA,05756,SONSÓN,S,2022,4,22984
05,ANTIOQUIA,05670,SAN ROQUE,S,2022,4,13418
76,VALLE,76233,DAGUA,E,2022,4,337
41,HUILA,41349,HOBO,S,2022,4,5243
05,ANTIOQUIA,05209,CONCORDIA,C,2022,4,3443
15,BOYACA,15223,CUBARÁ,E,2022,4,139
05,ANTIOQUIA,05380,LA ESTRELLA,C,2022,4,43449
15,BOYACA,15401,LA VICTORIA,E,2022,4,17
05,ANTIOQUIA,05321,GUATAPÉ,E,2022,4,107
13,BOLIVAR,13248,EL GUAMO,C,2022,4,1005
25,CUNDINAMARCA,25099,BOJACÁ,E,2022,4,42
52,NARINO,52287,FUNES,C,2022,4,510
50,META,50245,EL CALVARIO,C,2022,4,101
23,CORDOBA,23555,PLANETA RICA,S,2022,4,53694
68,SANTANDER,68397,LA PAZ,E,2022,4,106
05,ANTIOQUIA,05310,GÓMEZ PLATA,C,2022,4,2634
25,CUNDINAMARCA,25377,LA CALERA,C,2022,4,13467
13,BOLIVAR,13006,ACHÍ,E,2022,4,550
73,TOLIMA,73349,HONDA,E,2022,4,366
73,TOLIMA,73024,ALPUJARRA,E,2022,4,76
50,META,50325,MAPIRIPÁN,C,2022,4,1199
68,SANTANDER,68162,CERRITO,S,2022,4,5582
20,CESAR,20517,PAILITAS,S,2022,4,19132
85,CASANARE,85440,VILLANUEVA,E,2022,4,447
19,CAUCA,19573,PUERTO TEJADA,E,2022,4,950
41,HUILA,41026,ALTAMIRA,S,2022,4,2162
08,ATLANTICO,08433,MALAMBO,S,2022,4,77612
05,ANTIOQUIA,05873,VIGÍA DEL FUERTE,C,2022,4,288
15,BOYACA,15189,CIÉNEGA,E,2022,4,23
27,CHOCO,27425,MEDIO ATRATO,S,2022,4,6451
52,NARINO,52835,TUMACO,E,2022,4,4793
15,BOYACA,15690,SANTA MARÍA,S,2022,4,2006
63,QUINDIO,63130,CALARCÁ,S,2022,4,32586
66,RISARALDA,66088,BELÉN DE UMBRÍA,C,2022,4,4643
73,TOLIMA,73200,COELLO,S,2022,4,4262
25,CUNDINAMARCA,25279,FÓMEQUE,S,2022,4,7295
05,ANTIOQUIA,05679,SANTA BÁRBARA,C,2022,4,5980
13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,E,2022,4,964
52,NARINO,52506,OSPINA,E,2022,4,30
41,HUILA,41001,NEIVA,E,2022,4,12380
25,CUNDINAMARCA,25805,TIBACUY,E,2022,4,32
91,AMAZONAS,91430,LA VICTORIA (CD.),S,2022,4,1
25,CUNDINAMARCA,25320,GUADUAS,S,2022,4,13539
05,ANTIOQUIA,05368,JERICÓ,C,2022,4,3797
81,ARAUCA,81591,PUERTO RONDÓN,S,2022,4,3789
15,BOYACA,15162,CERINZA,E,2022,4,24
15,BOYACA,15673,SAN MATEO,E,2022,4,109
86,PUTUMAYO,86749,SIBUNDOY,S,2022,4,11389
15,BOYACA,15790,TASCO,C,2022,4,1999
68,SANTANDER,68169,CHARTA,E,2022,4,35
17,CALDAS,17614,RIOSUCIO,S,2022,4,36369
73,TOLIMA,73067,ATACO,E,2022,4,332
52,NARINO,52693,SAN PABLO,E,2022,4,328
25,CUNDINAMARCA,25878,VIOTÁ,S,2022,4,8363
68,SANTANDER,68669,SAN ANDRÉS,E,2022,4,268
15,BOYACA,15047,AQUITANIA,E,2022,4,119
05,ANTIOQUIA,05792,TARSO,S,2022,4,2962
85,CASANARE,85230,OROCUÉ,C,2022,4,2025
68,SANTANDER,68500,OIBA,C,2022,4,2174
25,CUNDINAMARCA,25175,CHÍA,C,2022,4,139282
54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,S,2022,4,12859
25,CUNDINAMARCA,25154,CARMEN DE CARUPA,E,2022,4,83
17,CALDAS,17380,LA DORADA,C,2022,4,31841
68,SANTANDER,68235,EL CARMEN DE CHUCURÍ,C,2022,4,1117
70,SUCRE,70110,BUENAVISTA,E,2022,4,163
25,CUNDINAMARCA,25793,TAUSA,E,2022,4,48
19,CAUCA,19513,PADILLA,C,2022,4,1808
05,ANTIOQUIA,05364,JARDÍN,C,2022,4,3775
76,VALLE,76113,BUGALAGRANDE,E,2022,4,117
15,BOYACA,15667,SAN LUIS DE GACENO,E,2022,4,101
54,NORTE DE SANTANDER,54800,TEORAMA,S,2022,4,16191
18,CAQUETA,18753,SAN VICENTE DEL CAGUÁN,C,2022,4,5189
68,SANTANDER,68522,PALMAR,E,2022,4,24
85,CASANARE,85162,MONTERREY,S,2022,4,9896
76,VALLE,76892,YUMBO,C,2022,4,61505
25,CUNDINAMARCA,25785,TABIO,E,2022,4,90
15,BOYACA,15215,CORRALES,S,2022,4,992
08,ATLANTICO,08433,MALAMBO,E,2022,4,391
15,BOYACA,15816,TOGUÍ,S,2022,4,3810
13,BOLIVAR,13440,MARGARITA,C,2022,4,278
41,HUILA,41770,SUAZA,S,2022,4,19612
52,NARINO,52490,OLAYA HERRERA,C,2022,4,573
25,CUNDINAMARCA,25317,GUACHETÁ,E,2022,4,105
25,CUNDINAMARCA,25175,CHÍA,E,2022,4,1520
05,ANTIOQUIA,05893,YONDÓ,E,2022,4,278
23,CORDOBA,23417,LORICA,S,2022,4,93022
73,TOLIMA,73555,PLANADAS,E,2022,4,557
76,VALLE,76863,VERSALLES,S,2022,4,5769
54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,E,2022,4,408
15,BOYACA,15723,SATIVASUR,E,2022,4,7
05,ANTIOQUIA,05250,EL BAGRE,S,2022,4,47101
50,META,50573,PUERTO LÓPEZ,C,2022,4,11842
15,BOYACA,15861,VENTAQUEMADA,E,2022,4,57
73,TOLIMA,73275,FLANDES,S,2022,4,6837
05,ANTIOQUIA,05042,SANTAFÉ DE ANTIOQUIA,S,2022,4,17366
05,ANTIOQUIA,05266,ENVIGADO,S,2022,4,22184
05,ANTIOQUIA,05364,JARDÍN,E,2022,4,301
85,CASANARE,85325,SAN LUIS DE PALENQUE,C,2022,4,1469
05,ANTIOQUIA,05310,GÓMEZ PLATA,E,2022,4,135
76,VALLE,76403,LA VICTORIA,E,2022,4,261
52,NARINO,52788,TANGUA,E,2022,4,50
76,VALLE,76111,BUGA,E,2022,4,2293
54,NORTE DE SANTANDER,54174,CHITAGÁ,E,2022,4,183
25,CUNDINAMARCA,25736,SESQUILÉ,C,2022,4,5957
25,CUNDINAMARCA,25793,TAUSA,S,2022,4,2773
15,BOYACA,15092,BETEITIVA,S,2022,4,971
47,MAGDALENA,47703,SAN ZENÓN,E,2022,4,159
05,ANTIOQUIA,05591,PUERTO TRIUNFO,S,2022,4,9735
15,BOYACA,15837,TUTA,S,2022,4,4925
19,CAUCA,19533,PIAMONTE,C,2022,4,483
50,META,50577,PUERTO LLERAS,S,2022,4,7083
97,VAUPES,97889,YAVARATÉ (CD.),C,2022,4,4
68,SANTANDER,68051,ARATOCA,C,2022,4,979
15,BOYACA,15621,RONDÓN,E,2022,4,22
73,TOLIMA,73124,CAJAMARCA,S,2022,4,13565
13,BOLIVAR,13549,PINILLOS,E,2022,4,404
05,ANTIOQUIA,05756,SONSÓN,E,2022,4,770
25,CUNDINAMARCA,25899,ZIPAQUIRÁ,S,2022,4,28416
13,BOLIVAR,13042,ARENAL,S,2022,4,7445
68,SANTANDER,68418,LOS SANTOS,E,2022,4,129
68,SANTANDER,68264,ENCINO,S,2022,4,1820
68,SANTANDER,68298,GAMBITA,S,2022,4,2950
15,BOYACA,15660,SAN EDUARDO,S,2022,4,1276
52,NARINO,52835,TUMACO,C,2022,4,27226
23,CORDOBA,23090,CANALETE,S,2022,4,16014
68,SANTANDER,68077,BARBOSA,E,2022,4,724
15,BOYACA,15172,CHINAVITA,E,2022,4,22
19,CAUCA,19532,PATÍA (EL BORDO),C,2022,4,3459
41,HUILA,41001,NEIVA,C,2022,4,226702
41,HUILA,41306,GIGANTE,C,2022,4,3859
54,NORTE DE SANTANDER,54172,CHINÁCOTA,S,2022,4,10484
25,CUNDINAMARCA,25518,PAIME,S,2022,4,3004
19,CAUCA,19455,MIRANDA,C,2022,4,9305
25,CUNDINAMARCA,25086,BELTRÁN,E,2022,4,15
47,MAGDALENA,47541,PEDRAZA,S,2022,4,8322
13,BOLIVAR,13222,CLEMENCIA,C,2022,4,532
17,CALDAS,17272,FILADELFIA,E,2022,4,155
25,CUNDINAMARCA,25297,GACHETÁ,C,2022,4,2748
54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,E,2022,4,63
15,BOYACA,15632,SABOYÁ,C,2022,4,771
08,ATLANTICO,08560,PONEDERA,S,2022,4,19511
05,ANTIOQUIA,05631,SABANETA,C,2022,4,71994
17,CALDAS,17442,MARMATO,C,2022,4,4036
15,BOYACA,15480,MUZO,S,2022,4,5953
25,CUNDINAMARCA,25295,GACHANCIPÁ,E,2022,4,35
27,CHOCO,27745,SIPÍ,E,2022,4,52
25,CUNDINAMARCA,25178,CHIPAQUE,S,2022,4,5531
52,NARINO,52320,GUAITARILLA,S,2022,4,9977
27,CHOCO,27001,QUIBDÓ,S,2022,4,104661
05,ANTIOQUIA,05040,ANORÍ,E,2022,4,266
85,CASANARE,85410,TAURAMENA,C,2022,4,8743
27,CHOCO,27245,EL CARMEN DE ATRATO,E,2022,4,185
25,CUNDINAMARCA,25769,SUBACHOQUE,E,2022,4,116
13,BOLIVAR,13006,ACHÍ,S,2022,4,20485
05,ANTIOQUIA,05154,CAUCASIA,C,2022,4,23803
52,NARINO,52381,LA FLORIDA,S,2022,4,7672
68,SANTANDER,68209,CONFINES,S,2022,4,2196
91,AMAZONAS,91407,LA PEDRERA (CD.),C,2022,4,60
15,BOYACA,15476,MOTAVITA,C,2022,4,687
20,CESAR,20032,ASTREA,S,2022,4,18026
73,TOLIMA,73504,ORTEGA,E,2022,4,672
05,ANTIOQUIA,05079,BARBOSA,S,2022,4,19473
15,BOYACA,15550,PISBA,C,2022,4,145
73,TOLIMA,73449,MELGAR,C,2022,4,21705
15,BOYACA,15491,NOBSA,E,2022,4,10
15,BOYACA,15537,PAZ DEL RÍO,S,2022,4,1512
54,NORTE DE SANTANDER,54800,TEORAMA,E,2022,4,302
25,CUNDINAMARCA,25148,CAPARRAPÍ,C,2022,4,724
05,ANTIOQUIA,05842,URAMITA,S,2022,4,5223
70,SUCRE,70230,CHALÁN,E,2022,4,20
17,CALDAS,17433,MANZANARES,E,2022,4,360
13,BOLIVAR,13268,EL PEÑÓN,E,2022,4,201
70,SUCRE,70742,SINCÉ,E,2022,4,709
25,CUNDINAMARCA,25871,VILLAGÓMEZ,E,2022,4,20
19,CAUCA,19130,CAJIBÍO,S,2022,4,32846
41,HUILA,41885,YAGUARÁ,E,2022,4,81
15,BOYACA,15106,BRICEÑO,C,2022,4,175
13,BOLIVAR,13760,SOPLAVIENTO,S,2022,4,7183
91,AMAZONAS,91263,EL ENCANTO (CD.),E,2022,4,10
19,CAUCA,19760,SOTARÁ,E,2022,4,70
25,CUNDINAMARCA,25662,SAN JUAN DE RIOSECO,C,2022,4,979
25,CUNDINAMARCA,25799,TENJO,S,2022,4,4145
52,NARINO,52788,TANGUA,C,2022,4,999
