CodDepto,Departamento,CodMunicipio,Municipio,IDRegimen,Año,Mes,NumPersonas
73,TOLIMA,73152,CASABIANCA,C,2022,4,400
05,ANTIOQUIA,05858,VEGACHÍ,C,2022,4,2707
15,BOYACA,15816,TOGUÍ,E,2022,4,16
19,CAUCA,19022,ALMAGUER,E,2022,4,256
47,MAGDALENA,47205,CONCORDIA,E,2022,4,7
88,SAN ANDRES,88001,SAN ANDRÉS,C,2022,4,42530
91,AMAZONAS,91405,LA CHORRERA (CD.),C,2022,4,51
23,CORDOBA,23079,BUENAVISTA,C,2022,4,2685
52,NARINO,52083,BELÉN,E,2022,4,183
50,META,50400,LEJANÍAS,C,2022,4,693
20,CESAR,20400,LA JAGUA DE IBIRICO,C,2022,4,13812
86,PUTUMAYO,86760,SANTIAGO,E,2022,4,57
76,VALLE,76122,CAICEDONIA,S,2022,4,18137
27,CHOCO,27800,UNGUÍA,E,2022,4,243
15,BOYACA,15740,SIACHOQUE,E,2022,4,32
41,HUILA,41524,PALERMO,C,2022,4,3397
05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,E,2022,4,617
15,BOYACA,15114,BUSBANZA,E,2022,4,10
19,CAUCA,19845,VILLA RICA,C,2022,4,5576
52,NARINO,52323,GUALMATÁN,C,2022,4,343
47,MAGDALENA,47703,SAN ZENÓN,S,2022,4,8946
86,PUTUMAYO,86568,PUERTO ASÍS,E,2022,4,1370
13,BOLIVAR,13744,SIMITÍ,S,2022,4,16238
05,ANTIOQUIA,05591,PUERTO TRIUNFO,E,2022,4,259
25,CUNDINAMARCA,25535,PASCA,S,2022,4,6826
73,TOLIMA,73520,PALOCABILDO,C,2022,4,743
25,CUNDINAMARCA,25506,VENECIA (OSPINA PÉREZ),S,2022,4,3829
73,TOLIMA,73585,PURIFICACIÓN,E,2022,4,393
25,CUNDINAMARCA,25040,ANOLAIMA,C,2022,4,2808
05,ANTIOQUIA,05576,PUEBLORRICO,E,2022,4,105
13,BOLIVAR,13549,PINILLOS,C,2022,4,1301
68,SANTANDER,68444,MATANZA,S,2022,4,3465
17,CALDAS,17541,PENSILVANIA,C,2022,4,3491
68,SANTANDER,68406,LEBRIJA,E,2022,4,378
13,BOLIVAR,13074,BARRANCO DE LOBA,C,2022,4,885
27,CHOCO,27430,MEDIO BAUDÓ (BOCA DE PEPE),E,2022,4,121
13,BOLIVAR,13268,EL PEÑÓN,S,2022,4,6281
85,CASANARE,85325,SAN LUIS DE PALENQUE,E,2022,4,116
25,CUNDINAMARCA,25473,MOSQUERA,C,2022,4,75297
15,BOYACA,15822,TOTA,S,2022,4,4138
20,CESAR,20621,ROBLES (LA PAZ),E,2022,4,346
68,SANTANDER,68773,SUCRE,E,2022,4,202
68,SANTANDER,68755,SOCORRO,S,2022,4,16450
25,CUNDINAMARCA,25426,MACHETÁ,E,2022,4,68
63,QUINDIO,63401,LA TEBAIDA,S,2022,4,21191
15,BOYACA,15776,SUTAMARCHÁN,E,2022,4,24
25,CUNDINAMARCA,25580,PULÍ,E,2022,4,16
54,NORTE DE SANTANDER,54673,SAN CAYETANO,S,2022,4,3399
25,CUNDINAMARCA,25394,LA PALMA,E,2022,4,282
23,CORDOBA,23807,TIERRALTA,C,2022,4,9042
47,MAGDALENA,47707,SANTA ANA,S,2022,4,20036
25,CUNDINAMARCA,25200,COGUA,E,2022,4,83
05,ANTIOQUIA,05890,YOLOMBÓ,C,2022,4,3743
27,CHOCO,27372,JURADÓ,S,2022,4,4312
08,ATLANTICO,08573,PUERTO COLOMBIA,S,2022,4,18283
68,SANTANDER,68655,SABANA DE TORRES,C,2022,4,14514
52,NARINO,52435,MALLAMA,C,2022,4,456
76,VALLE,76275,FLORIDA,E,2022,4,574
25,CUNDINAMARCA,25317,GUACHETÁ,S,2022,4,4276
13,BOLIVAR,13838,TURBANÁ,C,2022,4,2707
52,NARINO,52694,SAN PEDRO DE CARTAGO,S,2022,4,5972
23,CORDOBA,23068,AYAPEL,E,2022,4,1062
54,NORTE DE SANTANDER,54099,BOCHALEMA,E,2022,4,107
05,ANTIOQUIA,05665,SAN PEDRO DE URABÁ,E,2022,4,568
18,CAQUETA,18785,SOLITA,E,2022,4,222
15,BOYACA,15469,MONIQUIRÁ,E,2022,4,621
68,SANTANDER,68160,CEPITÁ,C,2022,4,137
70,SUCRE,70742,SINCÉ,S,2022,4,26449
17,CALDAS,17446,MARULANDA,S,2022,4,1414
05,ANTIOQUIA,05284,FRONTINO,E,2022,4,631
25,CUNDINAMARCA,25815,TOCAIMA,S,2022,4,8134
76,VALLE,76845,ULLOA,E,2022,4,51
50,META,50568,PUERTO GAITÁN,E,2022,4,722
73,TOLIMA,73236,DOLORES,C,2022,4,597
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,E,2022,4,608
54,NORTE DE SANTANDER,54498,OCAÑA,S,2022,4,85912
68,SANTANDER,68132,CALIFORNIA,S,2022,4,877
73,TOLIMA,73461,MURILLO,E,2022,4,68
68,SANTANDER,68432,MÁLAGA,S,2022,4,13353
41,HUILA,41872,VILLAVIEJA,S,2022,4,5178
52,NARINO,52079,BARBACOAS,C,2022,4,1257
68,SANTANDER,68385,LANDÁZURI,S,2022,4,8336
76,VALLE,76616,RIOFRÍO,C,2022,4,3869
63,QUINDIO,63594,QUIMBAYA,S,2022,4,20890
15,BOYACA,15491,NOBSA,S,2022,4,5250
13,BOLIVAR,13490,NOROSÍ,C,2022,4,316
15,BOYACA,15180,CHISCAS,E,2022,4,107
85,CASANARE,85162,MONTERREY,E,2022,4,432
05,ANTIOQUIA,05674,SAN VICENTE,C,2022,4,2625
68,SANTANDER,68264,ENCINO,E,2022,4,55
81,ARAUCA,81736,SARAVENA,E,2022,4,1297
15,BOYACA,15001,TUNJA,E,2022,4,12318
54,NORTE DE SANTANDER,54810,TIBÚ,E,2022,4,1170
20,CESAR,20001,VALLEDUPAR,S,2022,4,326848
52,NARINO,52051,ARBOLEDA,S,2022,4,6003
23,CORDOBA,23466,MONTELÍBANO,C,2022,4,23499
08,ATLANTICO,08638,SABANALARGA,E,2022,4,2478
66,RISARALDA,66383,LA CELIA,E,2022,4,131
17,CALDAS,17013,AGUADAS,S,2022,4,13704
05,ANTIOQUIA,05861,VENECIA,C,2022,4,4244
25,CUNDINAMARCA,25867,VIANÍ,S,2022,4,2495
15,BOYACA,15109,BUENAVISTA,S,2022,4,3657
73,TOLIMA,73268,ESPINAL,S,2022,4,43613
50,META,50330,MESETAS,C,2022,4,967
25,CUNDINAMARCA,25873,VILLAPINZÓN,E,2022,4,362
68,SANTANDER,68324,GUAVATÁ,E,2022,4,65
NO APLICA,NO APLICA,NO APLICA,NO APLICA,I,2022,4,83551
81,ARAUCA,81794,TAME,S,2022,4,44811
47,MAGDALENA,47161,CERRO SAN ANTONIO,C,2022,4,449
05,ANTIOQUIA,05237,DON MATÍAS,C,2022,4,14788
25,CUNDINAMARCA,25436,MANTA,C,2022,4,328
25,CUNDINAMARCA,25513,PACHO,C,2022,4,8469
25,CUNDINAMARCA,25307,GIRARDOT,S,2022,4,44904
52,NARINO,52110,BUESACO,S,2022,4,18195
25,CUNDINAMARCA,25758,SOPÓ,C,2022,4,18960
05,ANTIOQUIA,05313,GRANADA,E,2022,4,180
54,NORTE DE SANTANDER,54051,ARBOLEDAS,E,2022,4,196
41,HUILA,41615,RIVERA,S,2022,4,13301
25,CUNDINAMARCA,25779,SUSA,E,2022,4,36
05,ANTIOQUIA,05360,ITAGUÍ,C,2022,4,261193
13,BOLIVAR,13473,MORALES,C,2022,4,741
19,CAUCA,19585,PURACÉ,S,2022,4,14865
15,BOYACA,15531,PAUNA,E,2022,4,94
88,SAN ANDRES,88564,PROVIDENCIA,C,2022,4,2817
73,TOLIMA,73270,FALÁN,C,2022,4,779
17,CALDAS,17513,PÁCORA,S,2022,4,8540
50,META,50683,SAN JUAN DE ARAMA,C,2022,4,656
08,ATLANTICO,08372,JUAN DE ACOSTA,C,2022,4,2558
13,BOLIVAR,13468,MOMPÓS,C,2022,4,5877
15,BOYACA,15676,SAN MIGUEL DE SEMA,S,2022,4,1713
20,CESAR,20250,EL PASO,C,2022,4,12924
50,META,50270,EL DORADO,S,2022,4,3423
05,ANTIOQUIA,05021,ALEJANDRÍA,S,2022,4,2914
17,CALDAS,17616,RISARALDA,S,2022,4,7733
91,AMAZONAS,91669,PUERTO SANTANDER (CD.),S,2022,4,2
97,VAUPES,97511,PACOA (CD.),S,2022,4,179
70,SUCRE,70215,COROZAL,C,2022,4,14925
76,VALLE,76130,CANDELARIA,S,2022,4,32585
15,BOYACA,15455,MIRAFLORES,E,2022,4,282
25,CUNDINAMARCA,25322,GUASCA,E,2022,4,173
23,CORDOBA,23660,SAHAGÚN,C,2022,4,15101
52,NARINO,52399,LA UNIÓN,C,2022,4,4141
76,VALLE,76111,BUGA,S,2022,4,55778
68,SANTANDER,68867,VETAS,E,2022,4,25
15,BOYACA,15299,GARAGOA,C,2022,4,6548
41,HUILA,41807,TIMANÁ,E,2022,4,217
68,SANTANDER,68190,CIMITARRA,C,2022,4,7234
73,TOLIMA,73861,VENADILLO,S,2022,4,7854
50,META,50680,SAN CARLOS DE GUAROA,C,2022,4,4687
15,BOYACA,15600,RÁQUIRA,C,2022,4,946
05,ANTIOQUIA,05541,PEÑOL,C,2022,4,5860
13,BOLIVAR,13654,SAN JACINTO,S,2022,4,22595
95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,S,2022,4,40251
05,ANTIOQUIA,05055,ARGELIA,I,2022,4,1602
05,ANTIOQUIA,05138,CAÑASGORDAS,S,2022,4,10804
66,RISARALDA,66001,PEREIRA,S,2022,4,174518
68,SANTANDER,68250,EL PEÑÓN,E,2022,4,85
15,BOYACA,15580,QUIPAMA,E,2022,4,84
17,CALDAS,17042,ANSERMA,C,2022,4,8321
05,ANTIOQUIA,05495,NECHÍ,C,2022,4,1424
05,ANTIOQUIA,05120,CÁCERES,C,2022,4,1550
18,CAQUETA,18592,PUERTO RICO,E,2022,4,810
13,BOLIVAR,13620,SAN CRISTÓBAL,C,2022,4,722
25,CUNDINAMARCA,25339,GUTIÉRREZ,C,2022,4,248
15,BOYACA,15403,LA UVITA,S,2022,4,1707
25,CUNDINAMARCA,25299,GAMA,S,2022,4,2179
85,CASANARE,85263,PORE,C,2022,4,1799
95,GUAVIARE,95200,MIRAFLORES,E,2022,4,38
94,GUAINIA,94887,PANA PANA (CD.),C,2022,4,5
68,SANTANDER,68615,RIONEGRO,C,2022,4,3843
19,CAUCA,19418,LÓPEZ,S,2022,4,11176
19,CAUCA,19001,POPAYÁN,C,2022,4,154660
54,NORTE DE SANTANDER,54518,PAMPLONA,E,2022,4,1471
25,CUNDINAMARCA,25769,SUBACHOQUE,S,2022,4,4233
15,BOYACA,15537,PAZ DEL RÍO,E,2022,4,69
73,TOLIMA,73854,VALLE DE SAN JUAN,E,2022,4,43
52,NARINO,52687,SAN LORENZO,S,2022,4,14543
08,ATLANTICO,08634,SABANAGRANDE,C,2022,4,5014
44,LA GUAJIRA,44035,ALBANIA,S,2022,4,18424
41,HUILA,41801,TERUEL,C,2022,4,767
17,CALDAS,17388,LA MERCED,E,2022,4,109
23,CORDOBA,23182,CHINÚ,C,2022,4,4016
25,CUNDINAMARCA,25488,NILO,C,2022,4,899
05,ANTIOQUIA,05036,ANGELÓPOLIS,E,2022,4,99
18,CAQUETA,18479,MORELIA,S,2022,4,3317
20,CESAR,20787,TAMALAMEQUE,C,2022,4,1000
13,BOLIVAR,13140,CALAMAR,C,2022,4,1876
05,ANTIOQUIA,05628,SABANALARGA,C,2022,4,759
52,NARINO,52520,FRANCISCO PIZARRO,E,2022,4,161
52,NARINO,52254,EL PEÑOL,S,2022,4,5559
54,NORTE DE SANTANDER,54109,BUCARASICA,C,2022,4,274
70,SUCRE,70771,SUCRE,C,2022,4,1006
52,NARINO,52240,CHACHAGUÍ,C,2022,4,1083
52,NARINO,52317,GUACHUCAL,S,2022,4,15809
73,TOLIMA,73854,VALLE DE SAN JUAN,S,2022,4,3371
15,BOYACA,15806,TIBASOSA,S,2022,4,4955
15,BOYACA,15533,PAYA,S,2022,4,1697
25,CUNDINAMARCA,25183,CHOCONTÁ,S,2022,4,10727
15,BOYACA,15778,SUTATENZA,E,2022,4,16
17,CALDAS,17486,NEIRA,S,2022,4,11415
05,ANTIOQUIA,05321,GUATAPÉ,C,2022,4,2706
05,ANTIOQUIA,05044,ANZÁ,S,2022,4,5474
76,VALLE,76845,ULLOA,S,2022,4,2769
25,CUNDINAMARCA,25843,UBATÉ,S,2022,4,15116
44,LA GUAJIRA,44110,EL MOLINO,C,2022,4,612
27,CHOCO,27450,MEDIO SAN JUAN,S,2022,4,7555
52,NARINO,52411,LINARES,C,2022,4,405
25,CUNDINAMARCA,25823,TOPAIPÍ,S,2022,4,2640
05,ANTIOQUIA,05313,GRANADA,S,2022,4,6727
20,CESAR,20011,AGUACHICA,S,2022,4,81659
05,ANTIOQUIA,05093,BETULIA,C,2022,4,1315
23,CORDOBA,23675,SAN BERNARDO DEL VIENTO,E,2022,4,725
86,PUTUMAYO,86757,SAN MIGUEL,C,2022,4,827
05,ANTIOQUIA,05480,MUTATÁ,S,2022,4,20280
27,CHOCO,27075,BAHÍA SOLANO (MUTIS),E,2022,4,255
91,AMAZONAS,91669,PUERTO SANTANDER (CD.),E,2022,4,8
73,TOLIMA,73408,LÉRIDA,S,2022,4,10669
05,ANTIOQUIA,05197,COCORNÁ,E,2022,4,277
23,CORDOBA,23672,SAN ANTERO,C,2022,4,3248
52,NARINO,52693,SAN PABLO,C,2022,4,961
13,BOLIVAR,13580,REGIDOR,S,2022,4,5102
81,ARAUCA,81736,SARAVENA,S,2022,4,49047
08,ATLANTICO,08296,GALAPA,C,2022,4,10971
70,SUCRE,70001,SINCELEJO,E,2022,4,10865
52,NARINO,52254,EL PEÑOL,E,2022,4,24
63,QUINDIO,63272,FILANDIA,S,2022,4,7314
05,ANTIOQUIA,05665,SAN PEDRO DE URABÁ,S,2022,4,30622
52,NARINO,52621,ROBERTO PAYÁN,E,2022,4,248
68,SANTANDER,68770,SUAITA,S,2022,4,6447
15,BOYACA,15686,SANTANA,S,2022,4,6201
73,TOLIMA,73861,VENADILLO,E,2022,4,118
70,SUCRE,70771,SUCRE,E,2022,4,563
73,TOLIMA,73200,COELLO,E,2022,4,32
05,ANTIOQUIA,05390,LA PINTADA,S,2022,4,4363
05,ANTIOQUIA,05667,SAN RAFAEL,E,2022,4,239
19,CAUCA,19821,TORIBIO,S,2022,4,31500
15,BOYACA,15238,DUITAMA,S,2022,4,46401
25,CUNDINAMARCA,25839,UBALÁ,C,2022,4,877
18,CAQUETA,18410,LA MONTAÑITA,C,2022,4,708
66,RISARALDA,66001,PEREIRA,E,2022,4,10830
76,VALLE,76869,VIJES,S,2022,4,5846
15,BOYACA,15224,CUCAITA,S,2022,4,2818
05,ANTIOQUIA,05142,CARACOLÍ,E,2022,4,78
70,SUCRE,70233,EL ROBLE,S,2022,4,8748
76,VALLE,76233,DAGUA,S,2022,4,26016
05,ANTIOQUIA,05034,ANDES,E,2022,4,707
25,CUNDINAMARCA,25099,BOJACÁ,S,2022,4,2136
05,ANTIOQUIA,50021,ALEJANDRÍA,E,2022,4,60
05,ANTIOQUIA,05107,BRICEÑO,C,2022,4,894
68,SANTANDER,68669,SAN ANDRÉS,C,2022,4,654
19,CAUCA,19585,PURACÉ,E,2022,4,77
25,CUNDINAMARCA,25168,CHAGUANÍ,C,2022,4,259
19,CAUCA,19075,BALBOA,C,2022,4,719
63,QUINDIO,63690,SALENTO,E,2022,4,54
47,MAGDALENA,47960,ZAPAYÁN,E,2022,4,5
15,BOYACA,15753,SOATÁ,S,2022,4,5384
94,GUAINIA,94343,BARRANCO MINAS (CD.),E,2022,4,17
25,CUNDINAMARCA,25326,GUATAVITA,E,2022,4,110
19,CAUCA,19807,TIMBÍO,C,2022,4,3845
25,CUNDINAMARCA,25740,SIBATÉ,S,2022,4,10773
54,NORTE DE SANTANDER,54344,HACARÍ,S,2022,4,10110
05,ANTIOQUIA,05055,ARGELIA,S,2022,4,6451
68,SANTANDER,68081,BARRANCABERMEJA,S,2022,4,103882
25,CUNDINAMARCA,25807,TIBIRITA,C,2022,4,150
73,TOLIMA,73026,ALVARADO,E,2022,4,48
25,CUNDINAMARCA,25095,BITUIMA,S,2022,4,1280
27,CHOCO,27615,RIOSUCIO,C,2022,4,1324
27,CHOCO,27006,ACANDÍ,C,2022,4,746
68,SANTANDER,68255,EL PLAYÓN,C,2022,4,3078
73,TOLIMA,73268,ESPINAL,E,2022,4,1061
54,NORTE DE SANTANDER,54099,BOCHALEMA,S,2022,4,4816
44,LA GUAJIRA,44847,URIBIA,C,2022,4,6536
41,HUILA,41885,YAGUARÁ,C,2022,4,1967
68,SANTANDER,68397,LA PAZ,S,2022,4,3180
17,CALDAS,17388,LA MERCED,C,2022,4,998
17,CALDAS,17088,BELALCÁZAR,E,2022,4,145
15,BOYACA,15001,TUNJA,S,2022,4,59176
25,CUNDINAMARCA,25873,VILLAPINZÓN,S,2022,4,9917
81,ARAUCA,81794,TAME,E,2022,4,1245
50,META,50150,CASTILLA LA NUEVA,C,2022,4,5174
41,HUILA,41359,ISNOS,C,2022,4,1722
68,SANTANDER,68266,ENCISO,E,2022,4,74
15,BOYACA,15511,PACHAVITA,E,2022,4,11
17,CALDAS,17867,VICTORIA,C,2022,4,1837
52,NARINO,52250,EL CHARCO,S,2022,4,21149
63,QUINDIO,63111,BUENAVISTA,C,2022,4,530
05,ANTIOQUIA,05495,NECHÍ,E,2022,4,372
73,TOLIMA,73443,MARIQUITA,S,2022,4,22303
17,CALDAS,17662,SAMANÁ,S,2022,4,16005
19,CAUCA,19701,SANTA ROSA,C,2022,4,290
68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,C,2022,4,391
94,GUAINIA,94001,PUERTO INÍRIDA,E,2022,4,899
76,VALLE,76109,BUENAVENTURA,E,2022,4,5164
25,CUNDINAMARCA,25224,CUCUNUBÁ,S,2022,4,2023
41,HUILA,41016,AIPE,E,2022,4,145
15,BOYACA,15759,SOGAMOSO,C,2022,4,93252
15,BOYACA,15223,CUBARÁ,C,2022,4,841
25,CUNDINAMARCA,25839,UBALÁ,E,2022,4,103
73,TOLIMA,73504,ORTEGA,S,2022,4,23245
15,BOYACA,15810,TIPACOQUE,S,2022,4,2806
76,VALLE,76400,LA UNIÓN,C,2022,4,9691
15,BOYACA,15762,SORA,S,2022,4,1964
52,NARINO,52405,LEIVA,S,2022,4,8574
54,NORTE DE SANTANDER,54660,SALAZAR,S,2022,4,7837
66,RISARALDA,66075,BALBOA,S,2022,4,4283
08,ATLANTICO,08606,REPELÓN,S,2022,4,22195
05,ANTIOQUIA,05440,MARINILLA,C,2022,4,46189
52,NARINO,52320,GUAITARILLA,E,2022,4,168
66,RISARALDA,66594,QUINCHÍA,E,2022,4,504
76,VALLE,76246,EL CAIRO,S,2022,4,5023
52,NARINO,52381,LA FLORIDA,E,2022,4,38
05,ANTIOQUIA,05038,ANGOSTURA,C,2022,4,1176
15,BOYACA,15367,JENESANO,S,2022,4,5002
05,ANTIOQUIA,05585,PUERTO NARE,S,2022,4,6955
15,BOYACA,15480,MUZO,E,2022,4,101
05,ANTIOQUIA,05142,CARACOLÍ,S,2022,4,3001
73,TOLIMA,73678,SAN LUIS,E,2022,4,120
15,BOYACA,15533,PAYA,E,2022,4,43
15,BOYACA,15135,CAMPOHERMOSO,C,2022,4,271
41,HUILA,41676,SANTA MARÍA,C,2022,4,752
05,ANTIOQUIA,05642,SALGAR,S,2022,4,12832
08,ATLANTICO,08421,LURUACO,S,2022,4,21968
25,CUNDINAMARCA,25154,CARMEN DE CARUPA,C,2022,4,1364
25,CUNDINAMARCA,25815,TOCAIMA,E,2022,4,105
41,HUILA,41872,VILLAVIEJA,E,2022,4,55
15,BOYACA,15542,PESCA,E,2022,4,35
68,SANTANDER,68271,FLORIÁN,S,2022,4,4174
81,ARAUCA,81065,ARAUQUITA,E,2022,4,781
15,BOYACA,15377,LABRANZAGRANDE,E,2022,4,62
27,CHOCO,27372,JURADÓ,E,2022,4,70
17,CALDAS,17446,MARULANDA,E,2022,4,50
54,NORTE DE SANTANDER,54498,OCAÑA,E,2022,4,2165
27,CHOCO,27787,TADÓ,C,2022,4,799
19,CAUCA,19397,LA VEGA,E,2022,4,300
50,META,50686,SAN JUANITO,C,2022,4,173
73,TOLIMA,73678,SAN LUIS,S,2022,4,7621
44,LA GUAJIRA,44560,MANAURE,C,2022,4,2559
08,ATLANTICO,08141,CANDELARIA,C,2022,4,1395
17,CALDAS,17442,MARMATO,S,2022,4,4912
18,CAQUETA,18860,VALPARAÍSO,C,2022,4,420
52,NARINO,52427,MAGUI,C,2022,4,234
17,CALDAS,17653,SALAMINA,S,2022,4,9826
76,VALLE,76147,CARTAGO,E,2022,4,2632
05,ANTIOQUIA,05501,OLAYA,S,2022,4,1786
41,HUILA,41799,TELLO,E,2022,4,59
27,CHOCO,27361,ISTMINA,S,2022,4,22738
25,CUNDINAMARCA,25245,EL COLEGIO,C,2022,4,5976
47,MAGDALENA,47258,EL PIÑON,S,2022,4,15440
50,META,50110,BARRANCA DE UPÍA,C,2022,4,2088
19,CAUCA,19050,ARGELIA,C,2022,4,677
68,SANTANDER,68167,CHARALÁ,S,2022,4,7558
19,CAUCA,19548,PIENDAMÓ,S,2022,4,31875
70,SUCRE,70523,PALMITO,S,2022,4,12661
25,CUNDINAMARCA,25612,RICAURTE,C,2022,4,1988
66,RISARALDA,66572,PUEBLO RICO,C,2022,4,1660
52,NARINO,52207,CONSACÁ,C,2022,4,545
85,CASANARE,85136,LA SALINA,S,2022,4,754
15,BOYACA,15476,MOTAVITA,E,2022,4,20
15,BOYACA,15861,VENTAQUEMADA,C,2022,4,1743
73,TOLIMA,73411,LÍBANO,C,2022,4,9325
52,NARINO,52480,NARIÑO,C,2022,4,386
19,CAUCA,19212,CORINTO,S,2022,4,22543
05,ANTIOQUIA,05088,BELLO,C,2022,4,339016
41,HUILA,41668,SAN AGUSTÍN,C,2022,4,2896
54,NORTE DE SANTANDER,54239,DURANIA,C,2022,4,553
15,BOYACA,15176,CHIQUINQUIRÁ,C,2022,4,30621
19,CAUCA,19142,CALOTO,E,2022,4,183
20,CESAR,20238,EL COPEY,S,2022,4,24306
68,SANTANDER,68872,VILLANUEVA,S,2022,4,5491
52,NARINO,52215,CÓRDOBA,E,2022,4,130
19,CAUCA,19300,GUACHENE,C,2022,4,5018
25,CUNDINAMARCA,25438,MEDINA,C,2022,4,1470
15,BOYACA,15332,GUICÁN,E,2022,4,167
41,HUILA,41078,BARAYA,E,2022,4,83
19,CAUCA,19137,CALDONO,C,2022,4,1522
15,BOYACA,15774,SUSACÓN,S,2022,4,1862
70,SUCRE,70473,MORROA,C,2022,4,1363
25,CUNDINAMARCA,25592,QUEBRADANEGRA,S,2022,4,2564
47,MAGDALENA,47318,GUAMAL,C,2022,4,1490
76,VALLE,76895,ZARZAL,E,2022,4,703
23,CORDOBA,23815,TUCHÍN,S,2022,4,36680
25,CUNDINAMARCA,25326,GUATAVITA,C,2022,4,2464
68,SANTANDER,68533,PÁRAMO,C,2022,4,690
27,CHOCO,27205,CONDOTO,E,2022,4,367
15,BOYACA,15401,LA VICTORIA,S,2022,4,864
13,BOLIVAR,13600,RÍO VIEJO,E,2022,4,295
15,BOYACA,15244,EL COCUY,C,2022,4,466
05,ANTIOQUIA,05376,LA CEJA,E,2022,4,691
86,PUTUMAYO,86001,MOCOA,E,2022,4,2222
23,CORDOBA,23675,SAN BERNARDO DEL VIENTO,S,2022,4,29802
44,LA GUAJIRA,44279,FONSECA,C,2022,4,10220
73,TOLIMA,73217,COYAIMA,C,2022,4,1362
25,CUNDINAMARCA,25572,PUERTO SALGAR,E,2022,4,402
68,SANTANDER,68217,COROMORO,S,2022,4,4381
52,NARINO,52385,LA LLANADA,C,2022,4,252
05,ANTIOQUIA,05145,CARAMANTA,S,2022,4,3421
15,BOYACA,15442,MARIPÍ,S,2022,4,4281
47,MAGDALENA,47030,ALGARROBO,E,2022,4,68
25,CUNDINAMARCA,25312,GRANADA,S,2022,4,3802
27,CHOCO,27660,SAN JOSÉ DEL PALMAR,E,2022,4,92
25,CUNDINAMARCA,25368,JERUSALÉN,S,2022,4,1662
41,HUILA,41319,GUADALUPE,S,2022,4,16655
05,ANTIOQUIA,05809,TITIRIBÍ,E,2022,4,120
05,ANTIOQUIA,05125,CAICEDO,E,2022,4,142
50,META,50318,GUAMAL,C,2022,4,4132
20,CESAR,20614,RÍO DE ORO,S,2022,4,9605
68,SANTANDER,68502,ONZAGA,S,2022,4,3107
47,MAGDALENA,47268,EL RETÉN,C,2022,4,1447
05,ANTIOQUIA,05761,SOPETRÁN,E,2022,4,452
76,VALLE,76126,CALIMA (DARIÉN),E,2022,4,206
52,NARINO,52019,ALBÁN,S,2022,4,6980
15,BOYACA,15236,CHIVOR,C,2022,4,200
08,ATLANTICO,08849,USIACURÍ,E,2022,4,38
25,CUNDINAMARCA,25402,LA VEGA,C,2022,4,6446
25,CUNDINAMARCA,25386,LA MESA,E,2022,4,643
52,NARINO,52051,ARBOLEDA,E,2022,4,52
52,NARINO,52352,ILES,E,2022,4,72
68,SANTANDER,68211,CONTRATACIÓN,E,2022,4,91
25,CUNDINAMARCA,25845,UNE,C,2022,4,748
05,ANTIOQUIA,05475,MURINDÓ,C,2022,4,315
68,SANTANDER,68861,VÉLEZ,C,2022,4,5422
76,VALLE,76364,JAMUNDÍ,E,2022,4,1309
05,ANTIOQUIA,05306,GIRALDO,E,2022,4,96
13,BOLIVAR,13244,EL CARMEN DE BOLÍVAR,E,2022,4,1297
27,CHOCO,27491,NÓVITA,S,2022,4,5385
70,SUCRE,70702,SAN JUAN DE BETULIA,S,2022,4,11812
08,ATLANTICO,08758,SOLEDAD,C,2022,4,264653
68,SANTANDER,68432,MÁLAGA,E,2022,4,904
15,BOYACA,15638,SÁCHICA,S,2022,4,3921
05,ANTIOQUIA,05264,ENTRERRÍOS,E,2022,4,129
25,CUNDINAMARCA,25718,SASAIMA,C,2022,4,2765
47,MAGDALENA,47058,ARIGUANÍ,S,2022,4,26208
68,SANTANDER,68207,CONCEPCIÓN,E,2022,4,131
41,HUILA,41396,LA PLATA,E,2022,4,1342
25,CUNDINAMARCA,25322,GUASCA,S,2022,4,3475
15,BOYACA,15494,NUEVO COLÓN,S,2022,4,4094
76,VALLE,76497,OBANDO,C,2022,4,3268
52,NARINO,52838,TÚQUERRES,E,2022,4,997
08,ATLANTICO,08436,MANATÍ,E,2022,4,290
18,CAQUETA,18756,SOLANO,E,2022,4,328
15,BOYACA,15212,COPER,E,2022,4,35
05,ANTIOQUIA,05172,CHIGORODÓ,S,2022,4,38520
68,SANTANDER,68147,CAPITANEJO,C,2022,4,674
