Departamento,Código Dane departamento,Municipio,Código Dane municipio,Año,Hembras Cria Comercial Familiar,Hembras Reemplazo Comercial Familiar,Machos Reproductores Comercial Familiar,Porcinos Lactantes Comercial Familiar,Porcinos Precebo Comercial Familiar,Porcinos Levante Comercial Familiar,Porcinos Ceba Comercial Familiar,Total Predios Porcinos Comercial Familiar,Hembras Cria Comercial Industrial,Hembras Reemplazo Comercial Industrial,Machos Reproductores Comercial Industrial,Porcinos Lactantes Comercial Industrial,Porcinos Precebo Comercial Industrial,Porcinos Levante Comercial Industrial,Porcinos Ceba Comercial Industrial,Total Predios Porcinos Comercial Industrial,Hembras Cria Producción Tecnificada,Hembras Reemplazo Producción Tecnificada,Machos Reproductores Producción Tecnificada,Porcinos Lactantes Producción Tecnificada,Porcinos Precebo Producción Tecnificada,Porcinos Levante Producción Tecnificada,Porcinos Ceba Producción Tecnificada,Total Granjas Porcinas Tecnificadas,Hembras Cria Traspatio,Hembras Reemplazo Traspatio,Machos Reproductores Traspatio,Porcinos Lactantes Traspatio,Porcinos Precebo Traspatio,Porcinos Levante Traspatio,Porcinos Ceba Traspatio,Total Predios Traspatio
Antioquia,05,Medellín,05001,2021,43,16,6,170,226,593,15,19,501,34,18,700,980,1661,0,20,5549,707,81,6933,18962,26405,0,27,1118,111,0,0,0,1800,1476,475
Antioquia,05,Abejorral,05002,2021,13,0,2,0,10,65,20,4,21,3,2,50,43,50,52,2,0,0,0,0,0,0,0,0,70,20,0,0,0,105,86,62
Antioquia,05,Abriaquí,05004,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,4,60,67,60,49,15
Antioquia,05,Alejandría,05021,2021,0,0,0,0,0,143,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,2,0,0,135,111,34
Antioquia,05,Amagá,05030,2021,24,27,1,1,68,239,0,7,204,38,7,357,475,1474,0,12,876,38,12,1560,1500,400,0,3,158,66,0,0,0,263,216,119
Antioquia,05,Amalfi,05031,2021,69,13,13,142,139,764,0,31,84,5,6,102,72,335,0,6,0,0,0,0,0,0,0,0,6,1,0,0,0,54,44,34
Antioquia,05,Andes,05034,2021,19,0,1,24,48,142,32,9,167,2,6,227,183,372,0,6,767,133,12,1325,2220,0,0,5,259,111,0,0,0,432,354,102
Antioquia,05,Angelópolis,05036,2021,15,1,0,10,51,93,0,5,10,13,0,11,12,27,0,1,210,856,3,2090,2200,480,0,2,94,41,0,0,0,153,125,36
Antioquia,05,Angostura,05038,2021,0,0,0,0,0,73,0,3,0,0,0,0,0,0,0,0,727,116,1,1217,0,0,0,1,1034,446,0,0,0,1723,1413,177
Antioquia,05,Anorí,05040,2021,96,10,12,119,271,296,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,4,0,0,414,339,174
Antioquia,05,Santa Fe de Antioquia,05042,2021,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,649,0,0,0,2524,2070,196
Antioquia,05,Anzá,05044,2021,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,550,20,6,750,1600,600,0,1,46,20,0,0,0,77,63,34
Antioquia,05,Apartadó,05045,2021,299,40,49,260,51,1380,908,110,210,9,26,143,117,226,569,12,0,0,0,0,0,0,0,0,229,15,35,0,0,2061,1690,482
Antioquia,05,Arboletes,05051,2021,306,28,47,443,119,526,406,96,11,3,5,26,10,21,0,1,0,0,0,0,0,0,0,0,778,200,107,0,0,7002,5742,1882
Antioquia,05,Argelia,05055,2021,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,0,0,99,81,56
Antioquia,05,Armenia,05059,2021,0,0,0,0,0,60,0,1,155,31,4,101,351,1002,0,5,170,25,4,300,540,1030,0,2,67,29,0,0,0,112,92,53
Antioquia,05,Barbosa,05079,2021,45,8,8,93,141,379,20,17,708,89,30,1029,1590,3436,285,30,4011,765,49,3750,59359,65954,6595,12,479,202,1,0,0,786,645,374
Antioquia,05,Belmira,05086,2021,5,0,1,0,0,148,0,4,0,0,0,0,0,200,0,2,277,8,4,513,520,228,0,1,231,99,0,0,0,385,316,53
Antioquia,05,Bello,05088,2021,0,0,0,0,0,100,0,2,409,32,19,605,926,1200,714,17,1250,209,15,2451,4125,5100,1000,5,301,129,0,0,0,501,411,245
Antioquia,05,Betania,05091,2021,0,0,0,0,0,50,0,1,1,2,0,30,50,80,0,1,339,84,3,394,880,3121,0,2,297,127,0,0,0,494,405,73
Antioquia,05,Betulia,05093,2021,6,2,0,0,35,66,0,4,0,0,0,0,0,0,0,0,350,15,3,470,1100,0,1786,1,277,118,0,0,0,459,376,72
Antioquia,05,Ciudad Bolívar,05101,2021,18,0,1,30,57,216,25,10,97,8,7,19,317,314,0,5,0,0,0,0,0,0,0,0,115,51,0,0,0,188,154,165
Antioquia,05,Briceño,05107,2021,0,0,0,0,0,81,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,18,0,0,0,69,57,31
Antioquia,05,Buriticá,05113,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,30,25,19
Antioquia,05,Cáceres,05120,2021,84,22,17,71,155,344,200,33,47,20,4,30,60,557,14,4,0,0,0,0,0,0,0,0,42,5,6,0,0,378,310,108
Antioquia,05,Caicedo,05125,2021,0,0,0,0,0,0,0,0,16,0,1,0,0,33,0,1,0,0,0,0,0,0,0,0,78,33,0,0,0,130,107,29
Antioquia,05,Caldas,05129,2021,10,0,0,23,12,252,0,5,417,53,13,808,995,2475,0,14,3084,305,40,6071,38858,43176,4318,9,849,364,0,0,0,1415,1160,221
Antioquia,05,Campamento,05134,2021,0,0,0,0,0,99,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,26,0,0,0,102,84,35
Antioquia,05,Cañasgordas,05138,2021,106,21,10,364,210,332,0,39,28,0,3,118,22,135,0,3,0,0,0,0,0,0,0,0,31,14,3,0,0,279,229,486
Antioquia,05,Caracolí,05142,2021,25,4,2,60,54,107,0,8,33,5,4,10,109,234,123,3,0,0,0,0,0,0,0,0,7,2,1,0,0,63,52,16
Antioquia,05,Caramanta,05145,2021,12,0,0,0,49,173,55,11,26,0,1,56,60,200,0,1,170,100,3,200,200,1400,0,1,169,72,0,0,0,282,231,64
Antioquia,05,Carepa,05147,2021,273,92,51,295,1026,472,510,82,213,38,24,428,554,489,206,10,0,0,0,0,0,0,0,0,170,44,21,0,0,1530,1255,372
Antioquia,05,Carmen de Viboral,05148,2021,12,0,1,9,20,24,0,3,84,41,8,150,260,278,26,4,0,0,0,0,0,0,0,0,252,106,0,0,0,413,339,77
Antioquia,05,Carolina,05150,2021,0,0,0,0,0,47,0,2,0,0,0,0,0,120,0,1,620,32,9,771,2670,3250,0,3,238,102,0,0,0,396,325,93
Antioquia,05,Caucasia,05154,2021,230,55,38,445,578,483,117,66,76,8,5,141,61,149,0,5,0,0,0,0,0,0,0,0,138,40,22,0,0,1242,1018,701
Antioquia,05,Chigorodó,05172,2021,528,18,60,169,417,1521,660,108,238,7,26,166,25,366,177,18,240,34,11,290,6,210,0,1,203,11,7,0,0,1827,1498,497
Antioquia,05,Cisneros,05190,2021,8,1,4,29,0,29,0,1,61,0,0,125,165,28,0,2,94,17,2,200,400,700,0,1,354,151,0,0,0,586,481,42
Antioquia,05,Cocorná,05197,2021,77,13,12,118,138,194,0,23,79,5,4,66,156,274,0,4,0,0,0,0,0,0,0,0,34,11,10,0,0,306,251,49
Antioquia,05,Concepción,05206,2021,13,0,1,0,68,180,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,50,0,0,0,195,160,75
Antioquia,05,Concordia,05209,2021,2,0,0,10,0,20,0,1,120,16,4,376,605,531,0,5,2811,366,31,5362,11089,4690,0,8,2105,902,0,0,0,3509,2877,143
Antioquia,05,Copacabana,05212,2021,20,10,2,31,90,131,80,6,328,132,20,895,867,1195,80,16,0,0,0,0,0,0,0,0,453,194,0,0,0,755,619,185
Antioquia,05,Dabeiba,05234,2021,0,0,0,0,0,0,0,0,14,3,1,15,11,20,0,1,0,0,0,0,0,0,0,0,49,23,1,0,0,81,66,58
Antioquia,05,Don Matías,05237,2021,7,0,1,25,25,600,0,13,232,6,5,130,2042,3887,0,27,7816,2400,127,14902,98482,109424,10942,36,917,393,0,0,0,1528,1253,181
Antioquia,05,Ebéjico,05240,2021,21,13,2,38,64,139,0,4,49,10,2,133,278,180,0,3,147,30,6,340,15923,27084,0,4,446,191,0,0,0,743,609,204
Antioquia,05,El Bagre,05250,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,4,2,120,179,498,0,1,289,124,0,0,0,482,395,43
Antioquia,05,Entrerrios,05264,2021,0,0,0,0,22,300,0,11,20,0,0,0,0,2680,0,12,2087,163,17,2788,4623,7871,0,8,525,225,0,0,0,875,718,86
Antioquia,05,Envigado,05266,2021,14,4,1,0,49,31,0,2,0,0,0,0,0,0,0,0,7368,272,27,5073,6061,8690,0,6,952,408,0,0,0,1586,1301,58
Antioquia,05,Fredonia,05282,2021,59,16,0,68,140,497,0,21,382,35,15,672,775,1748,0,14,1320,132,24,1247,2079,5405,0,7,634,270,0,0,0,1041,854,175
Antioquia,05,Frontino,05284,2021,16,2,2,10,43,145,0,6,0,0,0,0,0,0,0,0,176,0,2,300,200,136,0,1,266,114,0,0,0,443,363,75
Antioquia,05,Giraldo,05306,2021,6,0,0,16,2,0,0,1,17,0,1,69,0,9,0,1,0,0,0,0,0,0,0,0,40,17,0,0,0,66,54,10
Antioquia,05,Girardota,05308,2021,67,26,1,124,314,660,20,20,320,78,17,737,722,1818,120,19,4856,226,83,4770,61186,67984,6798,9,3927,1683,0,0,0,6544,5366,379
Antioquia,05,Gómez plata,05310,2021,9,0,1,0,0,190,0,7,0,0,0,0,0,0,0,0,2000,190,15,3700,6400,15145,0,4,700,300,6,0,0,1166,956,82
Antioquia,05,Granada,05313,2021,11,0,4,10,8,47,78,5,11,0,1,21,0,102,0,2,100,10,1,300,600,900,0,1,150,63,0,0,0,246,202,38
Antioquia,05,Guadalupe,05315,2021,0,0,0,0,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,19,16,22
Antioquia,05,Guarne,05318,2021,29,0,4,50,73,387,12,13,510,110,20,594,1476,1827,10,13,1382,199,26,2482,6535,5024,0,12,1820,781,0,0,0,3028,2483,219
Antioquia,05,Guatapé,05321,2021,0,0,0,0,0,75,0,1,0,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,205,88,0,0,0,342,280,32
Antioquia,05,Heliconia,05347,2021,7,3,1,27,0,62,0,1,39,3,3,29,192,480,0,4,160,10,3,700,2390,1300,0,3,608,261,0,0,0,1013,831,46
Antioquia,05,Hispania,05353,2021,1,0,1,13,18,0,0,1,48,6,0,50,100,80,0,1,165,0,2,160,800,800,0,1,251,108,0,0,0,419,344,30
Antioquia,05,Itagüí,05360,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,67,55,22
Antioquia,05,Ituango,05361,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,70,0,0,0,272,223,93
Antioquia,05,Jardín,05364,2021,12,1,1,15,43,97,65,7,173,19,11,122,327,604,45,8,0,0,0,0,0,0,0,0,341,145,0,0,0,562,461,97
Antioquia,05,Jericó,05368,2021,0,0,0,0,0,218,0,6,29,12,2,83,95,145,0,2,9618,1574,152,19359,121187,134652,13465,4,2111,905,0,0,0,3512,2880,160
Antioquia,05,La Ceja,05376,2021,2,2,1,0,0,70,0,2,10,33,1,18,192,315,0,2,1055,79,15,1780,3690,1704,0,4,215,92,0,0,0,357,293,51
Antioquia,05,La Estrella,05380,2021,3,2,0,35,42,62,15,2,45,0,1,34,152,261,0,3,0,0,0,0,0,0,0,0,362,155,0,0,0,603,494,39
Antioquia,05,La Pintada,05390,2021,14,0,2,37,40,113,0,9,0,0,0,0,500,0,0,1,200,10,1,450,900,0,950,1,198,85,0,0,0,327,268,50
Antioquia,05,La Unión,05400,2021,0,0,0,0,0,65,60,4,40,5,2,40,80,100,0,1,0,0,0,0,0,0,0,0,416,178,0,0,0,693,568,84
Antioquia,05,Liborina,05411,2021,0,0,0,0,0,145,0,3,0,0,0,0,0,200,0,1,0,0,0,0,0,0,0,0,160,69,0,0,0,267,219,65
Antioquia,05,Maceo,05425,2021,32,5,2,9,147,297,0,17,0,0,0,0,0,0,0,0,158,22,4,270,700,550,0,2,539,228,2,0,0,875,718,111
Antioquia,05,Marinilla,05440,2021,11,2,0,21,123,166,52,12,357,17,17,438,713,1009,0,16,1291,197,16,2527,4866,4300,0,8,1420,605,1,0,0,2350,1927,258
Antioquia,05,Montebello,05467,2021,9,7,1,0,38,83,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,0,0,0,77,63,29
Antioquia,05,Murindó,05475,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,25,0,0,0,97,80,31
Antioquia,05,Mutatá,05480,2021,373,193,67,346,1230,1229,573,137,95,22,10,93,73,61,4,8,91,26,5,188,279,0,401,1,95,49,7,0,0,855,701,285
Antioquia,05,Nariño,05483,2021,49,14,11,102,48,52,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,5,64,188,321,132,189
Antioquia,05,Necoclí,05490,2021,558,124,123,496,702,944,727,158,165,15,11,118,156,0,380,7,0,0,0,0,0,0,0,0,778,336,184,0,0,7002,5742,1873
Antioquia,05,Nechí,05495,2021,3,1,1,3,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,449,0,0,0,1746,1432,189
Antioquia,05,Olaya,05501,2021,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,0,38,31,117
Antioquia,05,Peñol,05541,2021,21,12,1,17,10,509,77,18,74,10,4,160,690,680,0,5,98,29,1,287,470,588,0,1,587,251,0,0,0,977,801,155
Antioquia,05,Peque,05543,2021,15,11,2,40,25,70,0,2,5,5,1,20,30,70,0,1,0,0,0,0,0,0,0,0,35,15,0,0,0,58,48,42
Antioquia,05,Pueblorrico,05576,2021,15,5,1,0,20,244,0,7,29,6,1,0,69,0,0,2,0,0,0,0,0,0,0,0,136,58,0,0,0,227,186,43
Antioquia,05,Puerto Berrío,05579,2021,64,10,9,66,117,140,0,17,23,14,2,10,11,58,0,2,275,250,2,600,1200,0,0,1,7,10,0,15,26,141,0,32
Antioquia,05,Puerto Nare,05585,2021,39,0,10,87,58,109,0,15,30,0,2,30,138,247,0,2,0,0,0,0,0,0,0,0,70,10,14,212,183,293,0,142
Antioquia,05,Puerto Triunfo,05591,2021,52,14,12,281,92,327,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,3,102,79,221,0,85
Antioquia,05,Remedios,05604,2021,50,45,8,44,47,425,0,22,86,5,3,200,266,101,0,2,0,0,0,0,0,0,0,0,36,5,7,0,0,324,266,83
Antioquia,05,Retiro,05607,2021,14,2,1,57,26,34,20,4,103,30,11,50,70,160,0,3,724,46,46,1242,725,991,0,3,1939,831,0,0,0,3232,2650,99
Antioquia,05,Rionegro,05615,2021,45,4,1,79,132,168,85,16,209,19,13,432,442,627,205,10,1040,130,18,448,3130,137,0,3,1192,507,0,0,0,1970,1615,182
Antioquia,05,Sabanalarga,05628,2021,4,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,25,0,0,0,99,81,38
Antioquia,05,Sabaneta,05631,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,46,38,8
Antioquia,05,Salgar,05642,2021,0,0,0,0,0,207,0,9,6,0,0,38,0,200,0,2,390,48,4,764,810,6300,0,2,745,320,0,0,0,1242,1018,249
Antioquia,05,San Andrés,05647,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,50,0,0,0,193,158,73
Antioquia,05,San Carlos,05649,2021,28,14,5,18,75,92,74,6,52,0,5,59,85,228,100,5,0,0,0,0,0,0,0,0,1,0,0,0,0,12,9,2
Antioquia,05,San Francisco,05652,2021,20,2,5,77,32,44,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,63,52,28
Antioquia,05,San Jerónimo,05656,2021,0,0,0,10,0,17,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,40,0,0,0,156,128,45
Antioquia,05,San José de la Montaña,05658,2021,0,0,0,0,0,40,0,1,0,0,0,0,0,500,0,3,140,27,2,40,0,1000,0,1,182,78,0,0,0,303,248,34
Antioquia,05,San Juan de Urabá,05659,2021,163,30,29,180,1,483,250,48,60,5,9,68,44,33,156,5,340,40,5,432,0,962,0,1,283,65,53,0,0,2547,2089,818
Antioquia,05,San Luis,05660,2021,70,8,12,109,27,213,20,24,11,0,1,0,0,15,0,1,0,0,0,0,0,0,0,0,47,4,8,0,0,423,347,103
Antioquia,05,San Pedro,05664,2021,8,4,3,10,30,628,0,18,56,19,1,135,122,860,0,6,2560,415,42,5717,6037,16510,1630,11,2164,924,2,0,0,3592,2945,339
Antioquia,05,San Pedro de Urabá,05665,2021,89,17,15,118,77,306,214,31,119,7,11,71,200,5,236,5,0,0,0,0,0,0,0,0,1694,711,14,0,0,2653,2175,265
Antioquia,05,San Rafael,05667,2021,0,0,0,0,0,0,180,3,30,0,1,50,70,0,0,1,0,0,0,0,0,0,0,0,600,257,0,0,0,1000,820,138
Antioquia,05,San Roque,05670,2021,121,28,21,81,332,711,20,44,196,63,9,213,450,1311,110,10,1256,127,23,2200,4962,4636,2630,6,706,307,1,0,0,1144,938,200
Antioquia,05,San Vicente,05674,2021,59,9,7,110,92,370,68,21,175,27,8,275,548,438,220,8,55,10,1,60,200,500,1400,2,1423,608,0,0,0,2361,1936,358
Antioquia,05,Santa Bárbara,05679,2021,59,4,10,120,175,323,0,20,176,13,11,211,374,589,16,9,1633,68,20,3198,2810,3550,0,5,7,2,0,0,0,63,52,25
Antioquia,05,Santa Rosa de Osos,05686,2021,3,0,0,0,70,435,0,11,175,45,4,240,430,3400,570,18,4889,880,135,7024,82265,91406,9141,20,2399,1030,0,0,0,3998,3278,208
Antioquia,05,Santo Domingo,05690,2021,18,9,3,35,74,150,0,6,284,27,11,481,1017,1150,0,10,4003,135,29,4637,84433,93814,9381,9,630,270,0,0,0,1050,861,94
Antioquia,05,Santuario,05697,2021,25,2,2,21,46,153,24,6,108,7,18,140,323,20,32,5,1094,93,12,1915,3980,3650,0,8,449,190,0,0,0,730,599,148
Antioquia,05,Segovia,05736,2021,10,3,3,48,4,129,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,153,125,92
Antioquia,05,Sonsón,05756,2021,47,8,5,127,103,258,0,20,103,10,1,138,243,456,26,6,0,0,0,0,0,0,0,0,28,1,0,0,0,252,207,80
Antioquia,05,Sopetrán,05761,2021,14,10,1,105,30,145,45,6,0,0,0,0,0,200,0,2,0,0,0,0,0,0,0,0,123,53,0,0,0,205,168,80
Antioquia,05,Támesis,05789,2021,62,0,0,60,227,170,69,22,40,0,1,20,20,34,0,2,1470,10,14,2058,4638,200,0,2,57,9,2,0,0,513,421,71
Antioquia,05,Tarazá,05790,2021,58,12,9,9,51,278,0,17,14,0,2,0,0,16,0,1,0,0,0,0,0,0,0,0,909,386,3,0,0,1485,1218,163
Antioquia,05,Tarso,05792,2021,7,0,0,13,11,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,31,0,0,0,103,84,34
Antioquia,05,Titiribí,05809,2021,5,0,0,9,0,62,0,3,81,56,5,255,410,250,0,3,106,20,1,100,120,200,0,1,349,148,0,0,0,576,472,115
Antioquia,05,Toledo,05819,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,27,0,0,0,107,88,85
Antioquia,05,Turbo,05837,2021,748,184,164,467,2821,2072,619,248,438,41,49,472,1074,669,249,30,105,38,6,60,688,1289,0,3,476,145,91,0,0,4284,3513,1022
Antioquia,05,Uramita,05842,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,39,0,0,0,153,125,27
Antioquia,05,Urrao,05847,2021,32,4,3,49,215,209,0,14,388,10,16,901,748,1448,110,14,637,194,12,1065,1668,2718,0,6,1041,444,2,0,0,1727,1416,454
Antioquia,05,Valdivia,05854,2021,8,0,1,0,0,61,0,2,11,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,281,118,0,0,0,454,372,260
Antioquia,05,Valparaíso,05856,2021,9,0,0,24,43,82,0,7,56,8,2,48,215,2,0,3,400,120,6,820,2000,0,0,1,109,46,0,0,0,178,146,57
Antioquia,05,Vegachí,05858,2021,15,0,4,0,0,73,0,5,15,10,5,60,50,50,0,1,0,0,0,0,0,0,0,0,418,178,0,0,0,693,568,185
Antioquia,05,Venecia,05861,2021,0,0,0,50,0,0,0,1,41,5,1,120,140,420,0,2,70,15,1,32,200,600,0,1,208,89,0,0,0,346,284,45
Antioquia,05,Vigía del Fuerte,05873,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,23,0,0,0,88,72,23
Antioquia,05,Yalí,05885,2021,0,0,0,0,0,90,0,3,60,10,2,127,240,0,0,1,0,0,0,0,0,0,0,0,168,72,0,0,0,280,230,64
Antioquia,05,Yarumal,05887,2021,0,0,0,0,0,759,0,20,70,0,2,100,100,710,0,6,1849,322,38,5201,5757,7463,1000,6,762,327,0,0,0,1271,1042,446
Antioquia,05,Yolombó,05890,2021,31,4,4,32,267,316,0,14,186,34,6,460,365,513,100,8,1682,204,29,3106,7985,5690,1019,10,362,156,1,0,0,601,493,190
Antioquia,05,Yondó (Casabe),05893,2021,82,46,28,161,75,416,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,6,56,36,128,5,49
Antioquia,05,Zaragoza,05895,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,113,0,0,0,438,359,80
Atlántico,08,Barranquilla,08001,2021,430,75,111,352,0,1552,2033,134,242,18,38,281,0,662,556,16,0,0,0,0,0,0,0,0,12,4,3,108,140,182,237,6
Atlántico,08,Baranoa,08078,2021,253,4,50,213,0,1189,797,75,360,20,33,331,50,1167,1281,19,3902,343,53,6784,6485,2345,6673,8,2,1,2,18,24,31,41,1
Atlántico,08,Campo de la Cruz,08137,2021,220,34,32,339,19,741,697,82,95,9,13,211,0,34,503,6,0,0,0,0,0,0,0,0,8,3,5,72,94,122,159,4
Atlántico,08,Candelaria,08141,2021,129,24,30,239,647,179,244,50,43,4,4,60,28,0,98,3,350,643,192,551,628,1015,411,3,232,59,33,91,1040,315,553,395
Atlántico,08,Galapa,08296,2021,344,53,89,286,25,920,1269,93,315,3,34,242,0,370,389,16,15,0,4,100,467,0,143,1,2,1,1,18,24,31,41,1
Atlántico,08,Juan de Acosta,08372,2021,148,4,35,176,49,385,579,50,240,23,25,316,573,1231,476,14,546,65,8,680,300,5,400,2,4,1,2,36,47,61,79,2
Atlántico,08,Luruaco,08421,2021,287,28,43,269,20,776,981,111,179,13,9,235,0,62,33,7,0,0,0,0,0,0,0,0,4,1,2,36,47,61,79,2
Atlántico,08,Malambo,08433,2021,211,112,62,292,0,1012,1987,117,202,22,18,164,0,35,659,15,302,30,5,400,640,1920,25,4,8,3,3,72,94,122,159,4
Atlántico,08,Manatí,08436,2021,159,70,16,140,119,501,505,80,31,10,0,6,0,0,2,2,0,0,0,0,0,0,0,0,8,3,3,72,94,122,159,4
Atlántico,08,Palmar de Varela,08520,2021,128,129,34,108,41,682,498,57,328,138,12,41,0,89,139,10,131,0,3,0,0,6,0,1,4,1,2,36,47,61,79,2
Atlántico,08,Piojó,08549,2021,97,96,21,265,402,465,353,53,77,5,8,82,90,5,48,4,773,68,6,714,2590,1476,1300,5,10,3,4,90,117,152,198,5
Atlántico,08,Polonuevo,08558,2021,174,32,23,158,299,708,1331,67,1323,159,90,1312,919,1696,2630,51,4054,702,98,8761,5556,4245,1186,17,6,2,3,54,70,91,118,3
Atlántico,08,Ponedera,08560,2021,121,21,20,166,0,703,635,73,91,9,8,131,415,53,1072,10,154,15,2,165,0,0,7,1,16,5,7,144,187,243,316,8
Atlántico,08,Puerto Colombia,08573,2021,20,0,3,14,0,101,4,6,76,36,21,126,0,842,65,4,0,0,1,0,0,599,134,1,2,1,1,18,24,31,41,1
Atlántico,08,Repelón,08606,2021,131,5,25,30,59,500,642,55,246,19,13,110,150,297,136,12,0,0,0,0,0,0,0,0,2,1,1,18,24,31,41,1
Atlántico,08,Sabanagrande,08634,2021,244,134,48,191,19,1563,784,91,199,238,18,211,300,827,381,11,140,30,4,200,0,50,0,1,12,4,3,108,140,182,237,6
Atlántico,08,Sabanalarga,08638,2021,488,112,118,343,1088,1915,1840,213,603,159,58,590,564,513,974,32,525,50,16,631,2384,1636,1167,7,16,5,5,144,1887,2453,3189,8
Atlántico,08,Santa Lucía,08675,2021,66,8,18,71,13,358,728,53,26,5,3,25,0,9,13,2,0,0,0,0,0,0,0,0,2,1,1,18,24,31,41,1
Atlántico,08,Santo Tomás,08685,2021,79,20,14,158,0,712,353,40,147,20,16,261,220,506,812,15,112,28,4,250,340,437,0,2,6,2,2,54,70,91,118,3
Atlántico,08,Soledad,08758,2021,156,58,41,74,153,1092,792,80,76,8,18,77,30,86,222,5,0,0,0,0,0,0,0,0,2,1,1,18,24,31,41,1
Atlántico,08,Suan,08770,2021,136,21,28,124,22,387,557,55,23,0,2,10,0,0,10,2,0,0,0,0,0,0,0,0,64,15,12,19,13,303,227,85
Atlántico,08,Tubará,08832,2021,126,8,30,163,15,420,689,61,120,61,22,413,0,23,17,7,180,49,0,16,1610,573,1253,4,8,3,3,72,94,122,159,4
Atlántico,08,Usiacurí,08849,2021,32,95,18,166,258,269,372,36,17,0,2,31,0,12,0,1,250,0,2,400,700,1601,0,2,4,104,18,17,119,168,181,71
Cundinamarca,25,"Bogotá, D. C.",11001,2021,32,0,6,85,7,144,80,8,60,0,5,150,68,67,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3
Bolívar,13,Cartagena de Indias,13001,2021,368,32,86,450,952,1081,584,111,270,11,29,393,207,951,117,15,0,0,0,0,0,0,0,0,650,118,480,1520,688,3724,500,494
Bolívar,13,Achí,13006,2021,241,37,155,924,14,1465,1088,180,0,0,0,0,0,343,0,2,0,0,0,0,0,0,0,0,1793,239,650,2391,1076,4636,811,927
Bolívar,13,Altos del Rosario,13030,2021,69,17,8,10,0,495,53,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,340,245,680,305,1092,230,350
Bolívar,13,Arenal,13042,2021,127,80,43,430,642,302,39,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,287,282,574,258,868,172,403
Bolívar,13,Arjona,13052,2021,270,83,47,226,1361,668,10,94,348,105,43,412,962,700,37,21,0,0,0,0,0,0,0,0,1190,650,455,1556,702,2895,528,690
Bolívar,13,Arroyohondo,13062,2021,228,140,53,0,620,837,98,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,407,192,822,363,1471,280,289
