Departamento,Código Dane departamento,Municipio,Código Dane municipio,Año,Hembras Cria Comercial Familiar,Hembras Reemplazo Comercial Familiar,Machos Reproductores Comercial Familiar,Porcinos Lactantes Comercial Familiar,Porcinos Precebo Comercial Familiar,Porcinos Levante Comercial Familiar,Porcinos Ceba Comercial Familiar,Total Predios Porcinos Comercial Familiar,Hembras Cria Comercial Industrial,Hembras Reemplazo Comercial Industrial,Machos Reproductores Comercial Industrial,Porcinos Lactantes Comercial Industrial,Porcinos Precebo Comercial Industrial,Porcinos Levante Comercial Industrial,Porcinos Ceba Comercial Industrial,Total Predios Porcinos Comercial Industrial,Hembras Cria Producción Tecnificada,Hembras Reemplazo Producción Tecnificada,Machos Reproductores Producción Tecnificada,Porcinos Lactantes Producción Tecnificada,Porcinos Precebo Producción Tecnificada,Porcinos Levante Producción Tecnificada,Porcinos Ceba Producción Tecnificada,Total Granjas Porcinas Tecnificadas,Hembras Cria Traspatio,Hembras Reemplazo Traspatio,Machos Reproductores Traspatio,Porcinos Lactantes Traspatio,Porcinos Precebo Traspatio,Porcinos Levante Traspatio,Porcinos Ceba Traspatio,Total Predios Traspatio
Valle del Cauca,76,Caicedonia,76122,2021,92,0,12,213,428,541,0,37,103,5,6,258,204,252,0,4,473,97,13,655,3023,8064,0,5,162,0,14,248,792,311,1000,110
Valle del Cauca,76,Calima (El Darién),76126,2021,0,0,0,0,0,0,0,0,101,7,5,151,135,447,0,3,250,30,4,830,1625,500,0,1,60,12,12,42,133,100,160,24
Valle del Cauca,76,Candelaria,76130,2021,60,0,8,79,220,153,0,9,507,52,28,839,995,1366,0,17,5937,3537,49,7323,13328,29617,0,6,13,3,0,113,218,0,53,32
Valle del Cauca,76,Cartago,76147,2021,33,5,2,17,131,110,0,10,35,4,4,24,4,100,0,3,1884,356,22,3130,10000,198,1400,2,21,2,2,8,134,100,86,32
Valle del Cauca,76,Dagua,76233,2021,95,5,1,188,282,85,0,22,80,14,4,164,36,165,0,5,730,98,33,550,1160,3030,0,5,32,1,0,29,301,83,0,48
Valle del Cauca,76,El Águila,76243,2021,13,1,1,26,21,66,0,4,0,0,2,84,0,27,0,1,0,0,0,0,0,0,0,0,23,6,9,264,227,148,0,61
Valle del Cauca,76,El Cairo,76246,2021,10,1,0,31,12,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,14,27,0,246,50,100,35
Valle del Cauca,76,El Cerrito,76248,2021,11,4,1,23,106,150,0,7,104,11,11,272,273,292,0,5,1510,376,18,2046,3616,9753,0,5,28,7,0,0,376,247,250,70
Valle del Cauca,76,El Dovio,76250,2021,9,0,2,20,14,116,0,3,39,0,3,90,130,699,0,6,676,108,12,1520,1630,1620,0,3,1,0,0,0,110,200,233,49
Valle del Cauca,76,Florida,76275,2021,11,1,2,12,27,39,0,4,95,0,5,54,78,92,0,3,120,24,3,150,350,500,0,1,11,5,0,0,54,96,100,22
Valle del Cauca,76,Ginebra,76306,2021,14,2,1,28,81,9,1,5,29,6,0,11,177,131,0,3,750,271,13,1980,750,5095,0,4,25,30,5,0,903,128,200,49
Valle del Cauca,76,Guacarí,76318,2021,69,14,2,40,228,377,0,19,272,17,16,300,834,1302,0,11,893,125,27,1531,42105,2701,0,5,38,8,0,44,429,300,398,84
Valle del Cauca,76,Jamundí,76364,2021,48,5,7,148,57,40,0,11,168,19,10,266,232,490,0,8,500,80,7,1039,1800,2400,0,1,38,6,15,128,119,101,100,37
Valle del Cauca,76,La Cumbre,76377,2021,6,0,1,12,14,3,0,1,17,0,3,0,0,426,0,1,576,69,15,1138,1853,700,0,4,8,0,4,0,81,145,200,46
Valle del Cauca,76,La Unión,76400,2021,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,2400,350,53,4200,12200,10500,0,1,17,0,4,0,528,25,0,51
Valle del Cauca,76,La Victoria,76403,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,85,4,1000,2450,2200,0,1,13,0,3,0,402,10,9,27
Valle del Cauca,76,Obando,76497,2021,18,0,2,7,151,46,0,6,50,6,3,122,94,109,0,2,790,90,13,1460,1000,6000,0,2,12,0,3,0,372,0,17,27
Valle del Cauca,76,Palmira,76520,2021,218,15,23,337,835,861,0,60,815,181,57,1318,2003,2710,35,32,6164,806,85,21737,18113,14688,600,15,134,41,20,288,1575,750,1049,154
Valle del Cauca,76,Pradera,76563,2021,0,0,0,0,0,0,0,0,62,5,6,150,60,345,0,2,0,0,0,0,0,1200,0,1,9,3,6,0,29,54,50,17
Valle del Cauca,76,Restrepo,76606,2021,6,0,0,0,44,96,0,5,238,33,8,491,813,789,0,6,966,117,26,2183,5718,11190,0,8,37,0,18,0,367,620,939,89
Valle del Cauca,76,Riofrío,76616,2021,44,5,9,41,290,455,0,16,86,17,5,173,333,620,0,9,0,0,0,0,0,0,0,0,12,5,9,215,476,450,718,72
Valle del Cauca,76,Roldanillo,76622,2021,9,0,0,0,20,133,0,4,25,10,1,25,25,0,0,1,700,105,8,734,3332,1000,0,2,19,0,9,187,0,600,645,68
Valle del Cauca,76,San Pedro,76670,2021,62,9,5,63,222,336,0,21,251,46,15,246,558,909,0,7,5,0,0,7,3,1278,0,1,14,1,0,11,112,150,156,49
Valle del Cauca,76,Sevilla,76736,2021,49,0,2,59,162,220,0,14,111,101,4,138,359,288,0,4,280,27,5,408,2087,618,0,2,31,5,2,3,105,120,188,38
Valle del Cauca,76,Toro,76823,2021,4,1,0,0,19,40,0,1,99,10,2,200,446,47,0,2,0,0,0,0,0,0,0,0,5,1,1,0,168,26,20,22
Valle del Cauca,76,Trujillo,76828,2021,5,0,0,0,30,187,0,6,121,2,0,165,428,430,0,4,529,40,9,630,3811,3638,0,1,8,0,0,38,57,140,171,38
Valle del Cauca,76,Tuluá,76834,2021,125,18,11,163,389,600,0,31,465,45,22,514,1611,1508,0,22,527,75,6,973,1542,2022,0,3,21,3,1,138,116,230,304,68
Valle del Cauca,76,Ulloa,76845,2021,28,0,0,15,87,9,0,4,29,0,0,42,97,40,0,2,1415,373,27,2309,3888,5535,350,6,8,0,0,0,133,0,0,10
Valle del Cauca,76,Versalles,76863,2021,0,0,0,0,0,0,0,0,66,7,3,100,100,300,0,1,102,9,3,120,350,0,0,1,9,1,1,63,63,156,320,62
Valle del Cauca,76,Vijes,76869,2021,4,0,0,11,0,0,0,1,11,0,3,31,30,51,0,1,215,159,6,335,1263,1350,0,2,9,0,0,17,148,17,0,15
Valle del Cauca,76,Yotoco,76890,2021,59,14,7,32,236,248,0,14,55,10,4,50,157,242,0,3,678,88,16,885,1839,2597,0,6,32,0,0,0,158,40,95,27
Valle del Cauca,76,Yumbo,76892,2021,18,0,1,38,75,78,0,9,61,6,6,47,113,112,0,3,944,100,11,1746,2800,4530,0,3,27,0,8,104,214,130,132,51
Valle del Cauca,76,Zarzal,76895,2021,8,0,1,0,12,21,0,3,10,0,2,20,60,40,0,1,2200,326,28,3500,10800,10800,0,1,13,0,6,25,0,100,113,28
Arauca,81,Arauca,81001,2021,388,194,109,739,47,650,1136,111,260,189,52,524,0,353,407,16,0,0,0,0,0,0,0,0,220,90,54,320,267,678,927,75
Arauca,81,Arauquita,81065,2021,478,148,124,681,4,1195,1014,129,105,22,18,278,0,147,484,6,0,0,0,0,0,0,0,0,670,98,87,766,865,980,1332,165
Arauca,81,Cravo Norte,81220,2021,292,484,60,435,274,257,24,53,304,440,45,311,204,250,63,21,0,0,0,0,0,0,0,0,184,54,123,67,333,432,334,221
Arauca,81,Fortul,81300,2021,194,73,65,422,66,747,578,77,45,3,6,32,50,276,0,2,0,0,0,0,0,0,0,0,146,35,46,208,267,378,226,207
Arauca,81,Puerto Rondón,81591,2021,389,160,90,897,38,1001,459,83,274,78,48,544,50,347,324,17,0,0,0,0,0,0,0,0,150,0,19,98,345,374,406,211
Arauca,81,Saravena,81736,2021,290,48,67,539,0,1089,876,91,38,3,8,70,0,92,62,2,0,0,0,0,0,0,0,0,230,127,40,780,431,693,501,148
Arauca,81,Tame,81794,2021,420,112,113,465,3,1449,1135,128,197,56,24,213,0,408,314,15,0,0,0,0,0,0,0,0,410,210,44,650,301,713,972,160
Casanare,85,Yopal,85001,2021,576,116,118,763,222,1725,1564,158,339,51,41,408,131,552,723,25,0,0,0,0,0,0,0,0,1400,480,467,800,750,840,450,750
Casanare,85,Aguazul,85010,2021,448,70,89,475,0,1119,1251,110,288,30,39,254,0,758,405,21,0,0,0,0,0,0,0,0,890,230,350,837,450,590,320,400
Casanare,85,Chámeza,85015,2021,16,2,4,11,25,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,6,8,60,156,11,55
Casanare,85,Hato Corozal,85125,2021,485,212,116,520,62,966,909,126,229,151,31,296,28,237,364,17,0,0,0,0,0,0,0,0,985,330,308,1365,462,367,423,366
Casanare,85,La Salina,85136,2021,3,1,1,10,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,19,11,10
Casanare,85,Maní,85139,2021,419,52,87,408,41,922,1232,103,182,14,20,89,49,230,332,12,0,0,0,0,0,0,0,0,239,85,95,420,120,135,106,117
Casanare,85,Monterrey,85162,2021,169,54,46,283,133,728,44,55,83,60,5,162,0,124,0,3,0,0,0,0,0,0,0,0,121,59,38,126,131,525,119,136
Casanare,85,Nunchía,85225,2021,237,60,48,202,124,427,545,65,48,15,8,23,15,50,164,4,0,0,0,0,0,0,0,0,780,190,290,543,243,190,108,260
Casanare,85,Orocué,85230,2021,207,174,51,134,279,283,575,58,31,10,1,33,28,29,29,3,0,0,0,0,0,0,0,0,420,115,95,350,250,223,190,106
Casanare,85,Paz de Ariporo,85250,2021,882,441,200,1465,0,2126,2094,217,671,368,68,1093,0,765,640,35,0,0,0,0,0,0,0,0,1450,890,430,2503,1100,950,664,500
Casanare,85,Pore,85263,2021,258,13,51,126,0,550,850,67,24,0,2,0,0,0,124,2,0,0,0,0,0,0,0,0,480,189,135,682,279,190,143,166
Casanare,85,Recetor,85279,2021,26,11,5,15,94,29,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,5,7,49,80,50,48
Casanare,85,Sabanalarga,85300,2021,14,3,4,11,9,76,63,9,0,0,0,0,0,121,0,1,0,0,0,0,0,0,0,0,4,0,0,0,3,20,44,14
Casanare,85,Sácama,85315,2021,33,6,4,67,23,45,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,7,68,13,67,45,31
Casanare,85,San Luis de Palenque,85325,2021,438,110,120,60,4,1154,1732,139,47,9,4,0,0,44,49,4,0,0,0,0,0,0,0,0,490,180,190,828,420,395,225,255
Casanare,85,Támara,85400,2021,30,15,7,31,29,141,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,98,70,290,50,45,37,96
Casanare,85,Tauramena,85410,2021,142,31,48,132,33,1354,275,69,75,3,11,53,0,189,0,5,0,0,0,0,0,0,0,0,56,11,19,17,10,383,154,94
Casanare,85,Trinidad,85430,2021,171,10,68,9,11,250,1934,84,24,0,2,0,0,0,64,2,0,0,0,0,0,0,0,0,612,190,234,310,272,223,143,306
Casanare,85,Villanueva,85440,2021,88,0,11,16,1,695,164,38,103,35,8,40,0,460,0,3,0,0,0,0,0,0,0,0,41,4,5,0,0,717,76,112
Putumayo,86,Mocoa,86001,2021,97,5,25,93,0,806,161,37,8,0,1,347,0,20,0,1,0,0,0,0,0,0,0,0,15,3,1,0,0,193,33,32
Putumayo,86,Colón,86219,2021,34,8,3,92,59,29,1,7,34,0,2,54,39,33,0,2,0,0,0,0,0,0,0,0,7,4,0,0,18,14,13,5
Putumayo,86,Orito,86320,2021,261,58,72,379,112,1591,175,83,162,20,15,234,59,484,0,6,0,0,0,0,0,0,0,0,51,26,22,12,1,811,147,149
Putumayo,86,Puerto Asís,86568,2021,293,48,77,342,136,2992,421,142,198,23,22,357,68,482,16,11,0,0,0,0,0,0,0,0,45,24,20,13,27,592,165,130
Putumayo,86,Puerto Caicedo,86569,2021,133,29,32,167,401,738,49,55,106,29,11,171,97,329,3,8,0,0,0,0,0,0,0,0,41,11,11,16,143,382,24,97
Putumayo,86,Puerto Guzmán,86571,2021,81,38,29,126,238,336,62,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,45,32,62,352,382,99,178
Putumayo,86,Puerto Leguízamo,86573,2021,97,11,23,137,98,427,0,29,4,0,1,0,12,92,0,1,0,0,0,0,0,0,0,0,48,22,10,22,67,333,0,85
Putumayo,86,Sibundoy,86749,2021,65,19,13,140,183,181,9,19,38,14,9,54,79,76,0,3,0,0,0,0,0,0,0,0,28,7,1,20,65,73,11,22
Putumayo,86,San Francisco,86755,2021,17,6,5,15,62,76,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,36,0,4
Putumayo,86,San Miguel (La Dorada),86757,2021,139,36,30,170,13,880,62,37,49,2,5,83,0,44,63,4,0,0,0,0,0,0,0,0,38,10,13,4,38,423,47,69
Putumayo,86,Santiago,86760,2021,18,0,3,9,46,20,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,16,121,33,15,27
Putumayo,86,Valle del Guamuez (La Hormiga),86865,2021,284,75,55,273,593,734,317,89,87,11,10,70,83,66,0,7,0,0,0,0,0,0,0,0,69,22,18,22,174,338,97,88
Putumayo,86,Villagarzón,86885,2021,143,26,33,169,0,627,145,36,41,2,3,70,0,30,80,2,0,0,0,0,0,0,0,0,38,4,11,0,0,321,47,54
San Andrés y Providencia,88,San Andrés,88001,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,277,122,420,199,324,174,71
San Andrés y Providencia,88,San Andres y Providencia (Santa Isabel),88564,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,87,52,257,122,27,33,75
Amazonas,91,Leticia,91001,2021,109,15,27,250,75,100,210,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,45,14,0,0,17
Amazonas,91,El Encanto,91263,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazonas,91,La Chorrera,91405,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazonas,91,La Pedrera,91407,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,3
Amazonas,91,La Victoria (Pacoa),91430,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazonas,91,Mirití-Paraná (Campoamor),91460,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazonas,91,Puerto Alegría,91530,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazonas,91,Puerto Arica,91536,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazonas,91,Puerto Nariño,91540,2021,4,1,2,0,12,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,5,4
Amazonas,91,Santander (Araracuara),91669,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazonas,91,Tarapacá,91798,2021,2,2,1,0,0,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,2
Guainía,94,Inírida,94001,2021,0,0,0,0,0,0,0,0,30,5,3,15,15,175,50,2,0,0,0,0,0,0,0,0,15,10,3,30,40,57,100,17
Guainía,94,Barranco Mina,94343,2021,0,0,0,0,0,0,0,0,14,8,2,5,15,12,57,1,0,0,0,0,0,0,0,0,5,3,2,5,5,12,16,4
Guainía,94,Mapiripana,94663,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,8,4
Guainía,94,San Felipe,94883,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,3
Guainía,94,Puerto Colombia,94884,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guainía,94,La Guadalupe,94885,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guainía,94,Cacahual,94886,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Guainía,94,Paná Paná (Campo Alegre),94887,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guainía,94,Morichal (Morichal Nuevo),94888,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guaviare,95,San José del Guaviare,95001,2021,2,7,2,13,22,48,0,1,11,0,2,4,120,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guaviare,95,Calamar,95015,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,160,30,310,110,78,112,104
Guaviare,95,El Retorno,95025,2021,5,0,1,0,5,0,0,1,56,7,5,8,78,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guaviare,95,Miraflores,95200,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,10,65,43,43,29,62
Vaupés,97,Mitú,97001,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,9,20,13,24,21,12
Vaupés,97,Carurú,97161,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,6,5,22,3,14
Vaupés,97,Pacoa (Corr. Departamental),97511,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaupés,97,Taraira,97666,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaupés,97,Papunaua (Corr. Departamental),97777,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaupés,97,Yavaraté (Corr. Departamental),97889,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,13,0,3
Vichada,99,Puerto Carreño,99001,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,120,87,320,123,430,0,70
Vichada,99,La Primavera,99524,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,425,365,425,321,256,0,106
Vichada,99,Santa Rosalía,99624,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,227,166,738,241,855,0,49
Vichada,99,Cumaribo,99773,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,27,20,70,77,82,61,24
